domain,image_path,width,height,aspect_ratio,brightness,contrast,sharpness,entropy,mean_red,mean_green,mean_blue
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2cd0bf74-c7ca-4b2f-87e4-1ba003e8b944___GCREC_Bact.Sp 3414.JPG,256,256,1.0,99.56503295898438,30.75703239440918,712.1341552734375,6.69825909095921,95.15382385253906,103.4681396484375,91.03718566894531
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2e917b6c-8617-419d-b54e-2e5222d88e09___UF.GRC_BS_Lab Leaf 8938.JPG,256,256,1.0,122.33954620361328,33.916866302490234,338.6995849609375,7.018841871009881,123.42385864257812,129.06069946289062,84.88758850097656
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2fa6fe6b-a7dc-471e-a878-b8d8e0121126___GCREC_Bact.Sp 3159.JPG,256,256,1.0,102.07632446289062,39.18753433227539,1043.5816650390625,6.878308009594885,99.39401245117188,105.14436340332031,93.3138427734375
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2fb3c629-42bc-4027-8f7b-505ce5e0c211___GCREC_Bact.Sp 3460.JPG,256,256,1.0,87.81275939941406,32.36558532714844,873.2949829101562,6.824654159252987,81.9498291015625,91.82051086425781,82.55374145507812
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2fd17140-f483-4f98-9d08-fc9e57b355e1___GCREC_Bact.Sp 6269.JPG,256,256,1.0,92.62945556640625,36.50492858886719,2123.771240234375,7.079928064617901,86.2203369140625,97.99893188476562,81.79121398925781
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\305e943b-26f0-470a-83e1-3c2c05bac687___GCREC_Bact.Sp 5887.JPG,256,256,1.0,100.74490356445312,35.71940994262695,876.3026123046875,6.822185687378596,97.15798950195312,104.5733642578125,90.43942260742188
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\32231fc1-ec78-45c6-9c7a-8412a7e38a25___GCREC_Bact.Sp 6143.JPG,256,256,1.0,112.6748046875,34.42302703857422,865.6572265625,6.8410207536244885,106.24801635742188,117.02775573730469,107.11714172363281
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\325d6d7f-c30b-43a3-8714-74b9cee673b0___GCREC_Bact.Sp 5984.JPG,256,256,1.0,97.38645935058594,43.6868782043457,1505.2843017578125,7.041511071699231,93.66326904296875,100.02357482910156,93.57290649414062
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\3423b48a-9ded-4b8f-b552-1121e156f932___GCREC_Bact.Sp 5894.JPG,256,256,1.0,105.17596435546875,28.000484466552734,469.67431640625,6.714388287706007,101.18736267089844,109.3421630859375,94.18501281738281
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\355edec8-e1bd-4f57-afa3-cbf03c2f06b1___GCREC_Bact.Sp 3353.JPG,256,256,1.0,114.03666687011719,30.278701782226562,1812.57275390625,6.853313028381109,117.260986328125,115.96272277832031,95.66239929199219
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\372d40b5-aac9-43d3-b9e7-08d52467622c___GCREC_Bact.Sp 6215.JPG,256,256,1.0,101.81063842773438,41.03948974609375,1909.244384765625,7.191734819633826,96.45042419433594,105.7354736328125,95.65994262695312
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\37d9751a-27aa-4771-a131-5411a43028f5___GCREC_Bact.Sp 3470.JPG,256,256,1.0,104.65361022949219,33.04008865356445,2639.4833984375,7.0053576312425525,104.36882019042969,107.29385375976562,91.80561828613281
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\38f440f1-c527-4d22-abf0-61bc2effa58b___GCREC_Bact.Sp 2946.JPG,256,256,1.0,104.71428680419922,39.493648529052734,917.5744018554688,6.87121743562097,101.64773559570312,107.15827941894531,100.17288208007812
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\3926a14d-ed26-4c2b-9dcc-a15370eae355___GCREC_Bact.Sp 5647.JPG,256,256,1.0,91.52935791015625,46.19620895385742,592.8474731445312,6.977977967421781,89.44432067871094,93.73269653320312,85.65274047851562
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\393946a5-3f5d-4ed3-af1f-fcb7647b369d___GCREC_Bact.Sp 6190.JPG,256,256,1.0,124.12901306152344,46.63620376586914,1046.1917724609375,7.249694889020601,116.24679565429688,129.40863037109375,117.61709594726562
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\3a9b39fb-47f0-4a36-b80d-9cea0c9ff58b___GCREC_Bact.Sp 6173.JPG,256,256,1.0,100.95736694335938,30.2230281829834,1298.0970458984375,6.88625673483599,88.03988647460938,109.45608520507812,91.07649230957031
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\3aa68bda-a2db-4986-a260-3acde7bbceda___GCREC_Bact.Sp 5603.JPG,256,256,1.0,103.18470764160156,39.86228561401367,692.9668579101562,6.942002018832243,102.46952819824219,105.0362548828125,95.52664184570312
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\3b41dc98-4539-4b3d-9400-2867156db0fc___GCREC_Bact.Sp 3483.JPG,256,256,1.0,95.56208038330078,36.42757034301758,1161.0738525390625,6.856368326352811,90.94731140136719,98.79640197753906,91.01185607910156
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\3cd5b241-d5f1-4ae7-92ea-447613dac98a___GCREC_Bact.Sp 3561.JPG,256,256,1.0,105.10902404785156,34.95563888549805,1656.301025390625,7.0321548607838125,99.54196166992188,111.30250549316406,87.81932067871094
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\3f71f836-8ffa-4bf7-98f7-e5cff0887fe1___GCREC_Bact.Sp 3814.JPG,256,256,1.0,105.5172119140625,31.628799438476562,1694.442138671875,6.936674531027792,106.74359130859375,107.19682312011719,93.65214538574219
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\405e216e-b24f-4688-bd81-09de831eaada___UF.GRC_BS_Lab Leaf 0329.JPG,256,256,1.0,117.76742553710938,25.417938232421875,404.7016906738281,6.541239132600555,114.66523742675781,123.42031860351562,96.79643249511719
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\411860f2-2474-462d-83ea-ab11e3f5afe6___GCREC_Bact.Sp 3373.JPG,256,256,1.0,107.568603515625,38.28731155395508,987.1109619140625,6.906846946357288,104.19241333007812,109.90057373046875,104.41607666015625
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\417a1a4c-18d5-449e-995c-1512f7cdcd41___GCREC_Bact.Sp 6367.JPG,256,256,1.0,101.771484375,33.338478088378906,1314.9190673828125,6.973762574825024,97.08209228515625,105.51860046386719,94.77647399902344
