domain,dataset,sample_index,sample_id,image_path,relative_path,true_class_index,true_class_name,predicted_class_index,predicted_class_name,confidence,correct,shared8_ground_truth,high_confidence_ge_90,very_high_confidence_ge_95,low_confidence_lt_70,cam_primary_target_index,cam_primary_target_name,generate_true_class_comparison_cam
internal,PlantVillage,10,PV_TEST_00010,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\087cec29-0b94-4fd0-9c29-92f50cc8155f___UF.GRC_BS_Lab Leaf 0289.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\087cec29-0b94-4fd0-9c29-92f50cc8155f___UF.GRC_BS_Lab Leaf 0289.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999985031216595,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,11,PV_TEST_00011,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\096c159e-7f45-404c-ba64-eecc7941ce23___GCREC_Bact.Sp 5675.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\096c159e-7f45-404c-ba64-eecc7941ce23___GCREC_Bact.Sp 5675.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.999999397335062,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,12,PV_TEST_00012,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993758788033,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,13,PV_TEST_00013,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a6d40e4-75d6-4659-8bc1-22f47cdb2ca8___GCREC_Bact.Sp 6247.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a6d40e4-75d6-4659-8bc1-22f47cdb2ca8___GCREC_Bact.Sp 6247.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993315301798,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,14,PV_TEST_00014,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ab41c2e-c6fc-4ef1-9ffb-ce1b241d32be___GCREC_Bact.Sp 3426.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ab41c2e-c6fc-4ef1-9ffb-ce1b241d32be___GCREC_Bact.Sp 3426.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999991959522209,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,15,PV_TEST_00015,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ad88d7a-c14a-4ac9-8520-c11a0ade3a8f___UF.GRC_BS_Lab Leaf 0996.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ad88d7a-c14a-4ac9-8520-c11a0ade3a8f___UF.GRC_BS_Lab Leaf 0996.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999934039993807,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,16,PV_TEST_00016,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0b37769a-a451-4507-a236-f46348e3a9ac___GCREC_Bact.Sp 3265.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0b37769a-a451-4507-a236-f46348e3a9ac___GCREC_Bact.Sp 3265.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999994004490754,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,17,PV_TEST_00017,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0c2ee2f1-e725-4031-96ea-57e3b8b626b3___GCREC_Bact.Sp 5645.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0c2ee2f1-e725-4031-96ea-57e3b8b626b3___GCREC_Bact.Sp 5645.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993216464443,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,18,PV_TEST_00018,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ce4dee0-2d0c-4c25-a9b2-4abc5f9083db___GCREC_Bact.Sp 3708.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ce4dee0-2d0c-4c25-a9b2-4abc5f9083db___GCREC_Bact.Sp 3708.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999986423236961,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,19,PV_TEST_00019,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0d227915-443b-402c-8a25-cc43434c4bb0___GCREC_Bact.Sp 5913.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0d227915-443b-402c-8a25-cc43434c4bb0___GCREC_Bact.Sp 5913.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999970124311256,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,20,PV_TEST_00020,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0de30b71-8bd0-4270-a65b-7ae8befdd765___GCREC_Bact.Sp 6360.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0de30b71-8bd0-4270-a65b-7ae8befdd765___GCREC_Bact.Sp 6360.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999988998768626,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,21,PV_TEST_00021,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0f3160b6-4cd4-486f-b0cf-269e406c41b5___GCREC_Bact.Sp 3522.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0f3160b6-4cd4-486f-b0cf-269e406c41b5___GCREC_Bact.Sp 3522.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.999999355452242,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,22,PV_TEST_00022,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0f4ce5ef-5ecf-4c5d-b301-3b5a44e3a1c8___UF.GRC_BS_Lab Leaf 0408.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0f4ce5ef-5ecf-4c5d-b301-3b5a44e3a1c8___UF.GRC_BS_Lab Leaf 0408.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999987690251134,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,23,PV_TEST_00023,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0fe8eb74-5520-4870-a069-d4f54b99d719___GCREC_Bact.Sp 6330.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0fe8eb74-5520-4870-a069-d4f54b99d719___GCREC_Bact.Sp 6330.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999990750356728,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,24,PV_TEST_00024,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\10c418e8-59b3-4d9f-a22b-7762b538e758___UF.GRC_BS_Lab Leaf 0900.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\10c418e8-59b3-4d9f-a22b-7762b538e758___UF.GRC_BS_Lab Leaf 0900.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999991234931079,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,25,PV_TEST_00025,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\111a63c7-6445-47a4-a0d6-9157fd82b804___UF.GRC_BS_Lab Leaf 0565.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\111a63c7-6445-47a4-a0d6-9157fd82b804___UF.GRC_BS_Lab Leaf 0565.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999983879593933,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,26,PV_TEST_00026,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1169b92d-a606-4560-ae1a-ceee401fc959___GCREC_Bact.Sp 3447.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1169b92d-a606-4560-ae1a-ceee401fc959___GCREC_Bact.Sp 3447.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.999999276348257,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,27,PV_TEST_00027,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\12071472-8b0f-494e-994e-8abff2082ec4___GCREC_Bact.Sp 6130.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\12071472-8b0f-494e-994e-8abff2082ec4___GCREC_Bact.Sp 6130.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999994354679413,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,28,PV_TEST_00028,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\12168e10-ea77-4d6b-841e-bfe48e141cee___GCREC_Bact.Sp 6085.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\12168e10-ea77-4d6b-841e-bfe48e141cee___GCREC_Bact.Sp 6085.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999991976677078,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,29,PV_TEST_00029,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1371d8ed-b95f-4dd0-834c-9f3a944ca8dd___GCREC_Bact.Sp 3463.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1371d8ed-b95f-4dd0-834c-9f3a944ca8dd___GCREC_Bact.Sp 3463.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999994039159219,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,30,PV_TEST_00030,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1406a6e5-8aab-44df-997a-6386c01dc086___GCREC_Bact.Sp 5974.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1406a6e5-8aab-44df-997a-6386c01dc086___GCREC_Bact.Sp 5974.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993467486413,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,31,PV_TEST_00031,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999978856375007,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,32,PV_TEST_00032,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\16912266-6a1b-426c-9e58-2f0ff1a4e35a___UF.GRC_BS_Lab Leaf 8673.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\16912266-6a1b-426c-9e58-2f0ff1a4e35a___UF.GRC_BS_Lab Leaf 8673.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999990367275717,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,33,PV_TEST_00033,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1737e7ba-181e-400c-ab66-7723468e277f___UF.GRC_BS_Lab Leaf 0348.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1737e7ba-181e-400c-ab66-7723468e277f___UF.GRC_BS_Lab Leaf 0348.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999983284967494,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,34,PV_TEST_00034,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\176ee70d-778e-4f49-a761-67271feff912___GCREC_Bact.Sp 5976.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\176ee70d-778e-4f49-a761-67271feff912___GCREC_Bact.Sp 5976.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999994670486801,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,35,PV_TEST_00035,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1917515d-7e2f-479c-afec-95b4d3ae07e8___GCREC_Bact.Sp 5607.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1917515d-7e2f-479c-afec-95b4d3ae07e8___GCREC_Bact.Sp 5607.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999992205271562,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,36,PV_TEST_00036,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999992444312495,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,37,PV_TEST_00037,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999988726393748,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,38,PV_TEST_00038,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993920142992,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,39,PV_TEST_00039,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1ac8d300-077c-43dc-8685-83ac695e07b4___GCREC_Bact.Sp 3672.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1ac8d300-077c-43dc-8685-83ac695e07b4___GCREC_Bact.Sp 3672.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.999999161793915,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,40,PV_TEST_00040,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1addf690-441a-40c5-b1e7-c618a8af1f40___GCREC_Bact.Sp 3744.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1addf690-441a-40c5-b1e7-c618a8af1f40___GCREC_Bact.Sp 3744.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.999999285768296,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,41,PV_TEST_00041,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1aeee055-1c5f-4aab-a4af-bfe860f7dc46___GCREC_Bact.Sp 3034.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1aeee055-1c5f-4aab-a4af-bfe860f7dc46___GCREC_Bact.Sp 3034.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993611883482,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,42,PV_TEST_00042,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1afcd540-c746-4c02-8611-686ec35caaf5___GCREC_Bact.Sp 5654.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1afcd540-c746-4c02-8611-686ec35caaf5___GCREC_Bact.Sp 5654.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999990740997466,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,43,PV_TEST_00043,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1cdfa566-3dc1-4be4-8ec9-91fd300ac06d___GCREC_Bact.Sp 3468.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1cdfa566-3dc1-4be4-8ec9-91fd300ac06d___GCREC_Bact.Sp 3468.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999995123840999,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,44,PV_TEST_00044,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999991840429283,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,45,PV_TEST_00045,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1e0582c9-3b55-4aaf-b63b-f223c13eac86___GCREC_Bact.Sp 5571.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1e0582c9-3b55-4aaf-b63b-f223c13eac86___GCREC_Bact.Sp 5571.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999995105742884,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,46,PV_TEST_00046,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1eca836c-208e-40a8-a69c-fb7232d92368___GCREC_Bact.Sp 6110.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1eca836c-208e-40a8-a69c-fb7232d92368___GCREC_Bact.Sp 6110.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999991725549839,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,47,PV_TEST_00047,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\21833eb1-b84e-4471-816b-166e575ed0e7___GCREC_Bact.Sp 3244.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\21833eb1-b84e-4471-816b-166e575ed0e7___GCREC_Bact.Sp 3244.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993054377078,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,48,PV_TEST_00048,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\225a427b-3e65-45fc-aaa4-1210fb81c20e___GCREC_Bact.Sp 3457.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\225a427b-3e65-45fc-aaa4-1210fb81c20e___GCREC_Bact.Sp 3457.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999993765057598,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,49,PV_TEST_00049,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\228ee04a-62e3-4fad-a457-62eb8b1472ee___UF.GRC_BS_Lab Leaf 0436.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\228ee04a-62e3-4fad-a457-62eb8b1472ee___UF.GRC_BS_Lab Leaf 0436.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999977886802853,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,50,PV_TEST_00050,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2290365c-ec97-46fb-bc6c-51395d458821___GCREC_Bact.Sp 5937.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2290365c-ec97-46fb-bc6c-51395d458821___GCREC_Bact.Sp 5937.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999994952403853,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,51,PV_TEST_00051,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\24408a22-6358-438e-99a1-729ea90726ad___GCREC_Bact.Sp 3645.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\24408a22-6358-438e-99a1-729ea90726ad___GCREC_Bact.Sp 3645.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999986886490434,True,True,True,True,False,0,Tomato_Bacterial_spot,False
internal,PlantVillage,52,PV_TEST_00052,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2471c3d8-c8b2-4e2a-9943-afb84ed48a35___GCREC_Bact.Sp 3198.JPG,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2471c3d8-c8b2-4e2a-9943-afb84ed48a35___GCREC_Bact.Sp 3198.JPG,0,Tomato_Bacterial_spot,0,Tomato_Bacterial_spot,0.9999994934939885,True,True,True,True,False,0,Tomato_Bacterial_spot,False
