domain,dataset,sample_index,sample_id,image_path,relative_path,true_class_index,true_class_name,predicted_class_index,predicted_class_name,confidence,correct,shared8_ground_truth,high_confidence_ge_90,very_high_confidence_ge_95,low_confidence_lt_70,cam_primary_target_index,cam_primary_target_name,generate_true_class_comparison_cam
external,PlantDoc,23,PD_EXT_0024,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_5.jpg,test/Tomato_leaf_late_blight/test_Tomato leaf late blight_5.jpg,2,Tomato_Late_blight,2,Tomato_Late_blight,0.9998020529747008,True,True,True,True,False,2,Tomato_Late_blight,False
external,PlantDoc,24,PD_EXT_0025,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_6.jpg,test/Tomato_leaf_late_blight/test_Tomato leaf late blight_6.jpg,2,Tomato_Late_blight,2,Tomato_Late_blight,0.9999964237213136,True,True,True,True,False,2,Tomato_Late_blight,False
external,PlantDoc,25,PD_EXT_0026,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_7.jpg,test/Tomato_leaf_late_blight/test_Tomato leaf late blight_7.jpg,2,Tomato_Late_blight,2,Tomato_Late_blight,0.9999902248382568,True,True,True,True,False,2,Tomato_Late_blight,False
external,PlantDoc,26,PD_EXT_0027,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_8.jpg,test/Tomato_leaf_late_blight/test_Tomato leaf late blight_8.jpg,2,Tomato_Late_blight,2,Tomato_Late_blight,0.9999545812606812,True,True,True,True,False,2,Tomato_Late_blight,False
external,PlantDoc,27,PD_EXT_0028,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_9.jpg,test/Tomato_leaf_late_blight/test_Tomato leaf late blight_9.jpg,2,Tomato_Late_blight,2,Tomato_Late_blight,0.9999980926513672,True,True,True,True,False,2,Tomato_Late_blight,False
external,PlantDoc,28,PD_EXT_0029,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_1.jpg,test/Tomato_mold_leaf/test_Tomato mold leaf_1.jpg,3,Tomato_Leaf_Mold,1,Tomato_Early_blight,0.9889935851097108,False,True,True,True,False,1,Tomato_Early_blight,True
external,PlantDoc,29,PD_EXT_0030,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_2.jpg,test/Tomato_mold_leaf/test_Tomato mold leaf_2.jpg,3,Tomato_Leaf_Mold,3,Tomato_Leaf_Mold,0.9955716133117676,True,True,True,True,False,3,Tomato_Leaf_Mold,False
external,PlantDoc,30,PD_EXT_0031,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_3.jpg,test/Tomato_mold_leaf/test_Tomato mold leaf_3.jpg,3,Tomato_Leaf_Mold,2,Tomato_Late_blight,0.9978729486465454,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,31,PD_EXT_0032,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_4.jpg,test/Tomato_mold_leaf/test_Tomato mold leaf_4.jpg,3,Tomato_Leaf_Mold,2,Tomato_Late_blight,0.689055323600769,False,True,False,False,True,2,Tomato_Late_blight,True
external,PlantDoc,32,PD_EXT_0033,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_5.jpg,test/Tomato_mold_leaf/test_Tomato mold leaf_5.jpg,3,Tomato_Leaf_Mold,1,Tomato_Early_blight,0.8753336071968079,False,True,False,False,False,1,Tomato_Early_blight,True
external,PlantDoc,33,PD_EXT_0034,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_6.jpg,test/Tomato_mold_leaf/test_Tomato mold leaf_6.jpg,3,Tomato_Leaf_Mold,2,Tomato_Late_blight,0.9999772310256958,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,34,PD_EXT_0035,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_10.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_10.jpg,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,0.9999233484268188,False,True,True,True,False,1,Tomato_Early_blight,True
external,PlantDoc,35,PD_EXT_0036,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_11.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_11.jpg,4,Tomato_Septoria_leaf_spot,0,Tomato_Bacterial_spot,0.9526237845420836,False,True,True,True,False,0,Tomato_Bacterial_spot,True
external,PlantDoc,36,PD_EXT_0037,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_1_1.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_1_1.jpg,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,0.9999880790710448,False,True,True,True,False,1,Tomato_Early_blight,True
external,PlantDoc,37,PD_EXT_0038,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_1_2.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_1_2.jpg,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,0.9999761581420898,False,True,True,True,False,1,Tomato_Early_blight,True
external,PlantDoc,38,PD_EXT_0039,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_2.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_2.jpg,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,0.9364585876464844,False,True,True,False,False,1,Tomato_Early_blight,True
external,PlantDoc,39,PD_EXT_0040,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_3.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_3.jpg,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,0.949751913547516,False,True,True,False,False,1,Tomato_Early_blight,True
external,PlantDoc,40,PD_EXT_0041,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_4.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_4.jpg,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,0.9999669790267944,True,True,True,True,False,4,Tomato_Septoria_leaf_spot,False
external,PlantDoc,41,PD_EXT_0042,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_5.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_5.jpg,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,0.9999881982803344,True,True,True,True,False,4,Tomato_Septoria_leaf_spot,False
external,PlantDoc,42,PD_EXT_0043,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_6.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_6.jpg,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,0.9999960660934448,True,True,True,True,False,4,Tomato_Septoria_leaf_spot,False
external,PlantDoc,43,PD_EXT_0044,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_7.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_7.jpg,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,0.9809064269065856,True,True,True,True,False,4,Tomato_Septoria_leaf_spot,False
external,PlantDoc,44,PD_EXT_0045,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_8.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_8.jpg,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,0.999572217464447,True,True,True,True,False,4,Tomato_Septoria_leaf_spot,False
external,PlantDoc,45,PD_EXT_0046,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_9.jpg,test/Tomato_Septoria_leaf_spot/test_Tomato Septoria leaf spot_9.jpg,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,0.9999984502792358,True,True,True,True,False,4,Tomato_Septoria_leaf_spot,False
external,PlantDoc,46,PD_EXT_0047,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_1.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_1.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,0.97798490524292,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,47,PD_EXT_0048,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_2_1.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_2_1.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,0.901578962802887,False,True,True,False,False,2,Tomato_Late_blight,True
external,PlantDoc,48,PD_EXT_0049,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_2_2.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_2_2.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.9474633932113647,True,True,True,False,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,49,PD_EXT_0050,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_2_3.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_2_3.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.9999468326568604,True,True,True,True,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,50,PD_EXT_0051,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_2_4.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_2_4.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.9994725584983826,True,True,True,True,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,51,PD_EXT_0052,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_2_5.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_2_5.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.999722182750702,True,True,True,True,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,52,PD_EXT_0053,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_2_6.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_2_6.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.8083491921424866,True,True,False,False,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,53,PD_EXT_0054,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_3_1.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_3_1.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,0.9999914169311525,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,54,PD_EXT_0055,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_3_2.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_3_2.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,0.9904014468193054,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,55,PD_EXT_0056,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_4_1.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_4_1.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.9883350133895874,True,True,True,True,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,56,PD_EXT_0057,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_4_2.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_4_2.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.9755364656448364,True,True,True,True,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,57,PD_EXT_0058,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_5.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_5.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.8815003633499146,True,True,False,False,False,7,Tomato__Tomato_YellowLeaf__Curl_Virus,False
external,PlantDoc,58,PD_EXT_0059,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_6_1.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_6_1.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,0.5530862808227539,False,True,False,False,True,2,Tomato_Late_blight,True
external,PlantDoc,59,PD_EXT_0060,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_6_2.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_6_2.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0,Tomato_Bacterial_spot,0.4406662881374359,False,True,False,False,True,0,Tomato_Bacterial_spot,True
external,PlantDoc,60,PD_EXT_0061,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_6_3.jpg,test/Tomato_leaf_yellow_virus/test_Tomato leaf yellow virus_6_3.jpg,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,0.9993828535079956,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,61,PD_EXT_0062,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_1.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_1.jpg,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,0.9296492338180542,False,True,True,False,False,2,Tomato_Late_blight,True
external,PlantDoc,62,PD_EXT_0063,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_10.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_10.jpg,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,0.9970752000808716,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,63,PD_EXT_0064,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_2.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_2.jpg,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,0.939938485622406,False,True,True,False,False,2,Tomato_Late_blight,True
external,PlantDoc,64,PD_EXT_0065,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_3.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_3.jpg,8,Tomato__Tomato_mosaic_virus,3,Tomato_Leaf_Mold,0.37744140625,False,True,False,False,True,3,Tomato_Leaf_Mold,True
external,PlantDoc,65,PD_EXT_0066,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_4.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_4.jpg,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,0.9808016419410706,False,True,True,True,False,2,Tomato_Late_blight,True
