image_id,image_path,relative_path,class,md5_hash,phash,near_duplicate_group,split
PV_df75fcc4cbaf5688,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191.JPG,Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191.JPG,Tomato_Bacterial_spot,df75fcc4cbaf5688aa24d8fad0e43367,a393d96fc0b4ca49,NDG_013834,train
PV_fac004ebf1f9b9f9,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841.JPG,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841.JPG,Tomato_Bacterial_spot,fac004ebf1f9b9f979f8bd28ab16a588,afb4d45ac309ca39,NDG_015645,train
PV_60daa8f01e532fce,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\034caf25-29c3-4be2-a725-d2866ce6f548___GCREC_Bact.Sp 3575.JPG,Tomato_Bacterial_spot/034caf25-29c3-4be2-a725-d2866ce6f548___GCREC_Bact.Sp 3575.JPG,Tomato_Bacterial_spot,60daa8f01e532fceb02464712c772472,ffe9e017056a8e48,NDG_006068,train
PV_d7e54570719053eb,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\03707c27-7f95-4f19-a173-1c0c74653fdf___GCREC_Bact.Sp 3046.JPG,Tomato_Bacterial_spot/03707c27-7f95-4f19-a173-1c0c74653fdf___GCREC_Bact.Sp 3046.JPG,Tomato_Bacterial_spot,d7e54570719053eb389c1e0c7c15f4c3,ade5961a863bc8f0,NDG_013394,train
PV_e50ad8bf0c97959a,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801.JPG,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801.JPG,Tomato_Bacterial_spot,e50ad8bf0c97959afb2cd36841ddc011,ec31c51b92699f64,NDG_014209,train
PV_e4bb4ec4abcc4fb6,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995.JPG,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995.JPG,Tomato_Bacterial_spot,e4bb4ec4abcc4fb6ee109a2c969826a1,a9e6d64a983fc0b4,NDG_014192,train
PV_68452fd84cc40dbf,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\03ca5883-e9d6-4f88-81d8-90176fcc5413___GCREC_Bact.Sp 3013.JPG,Tomato_Bacterial_spot/03ca5883-e9d6-4f88-81d8-90176fcc5413___GCREC_Bact.Sp 3013.JPG,Tomato_Bacterial_spot,68452fd84cc40dbf05bc465d4047a8db,ffc0a017873cca3c,NDG_006504,train
PV_2bd909b94d363c87,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\04210e47-ad95-4648-8f1e-dc183581157c___UF.GRC_BS_Lab Leaf 0320.JPG,Tomato_Bacterial_spot/04210e47-ad95-4648-8f1e-dc183581157c___UF.GRC_BS_Lab Leaf 0320.JPG,Tomato_Bacterial_spot,2bd909b94d363c87bb25a7c1605ea436,bbe4650bd61930c7,NDG_002712,train
PV_668b2cc652eb4fce,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\04da1f61-623b-4878-86ed-3ea24723b515___GCREC_Bact.Sp 5700.JPG,Tomato_Bacterial_spot/04da1f61-623b-4878-86ed-3ea24723b515___GCREC_Bact.Sp 5700.JPG,Tomato_Bacterial_spot,668b2cc652eb4fce3dc68f2a82f3a2a5,abb2940bc96dda25,NDG_006397,train
PV_3a0d55d36488d7e8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\04ee9562-c932-46ef-8e31-da20d4e2e740___GCREC_Bact.Sp 6121.JPG,Tomato_Bacterial_spot/04ee9562-c932-46ef-8e31-da20d4e2e740___GCREC_Bact.Sp 6121.JPG,Tomato_Bacterial_spot,3a0d55d36488d7e861bdd8db3376e4d9,fe25f447825e811e,NDG_003596,train
PV_e45fe46051d3c727,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\051beef3-8c72-4fd8-9dd4-8fececd41a35___GCREC_Bact.Sp 5989.JPG,Tomato_Bacterial_spot/051beef3-8c72-4fd8-9dd4-8fececd41a35___GCREC_Bact.Sp 5989.JPG,Tomato_Bacterial_spot,e45fe46051d3c727f89f24a8010f89c8,bf34d02a83619fe1,NDG_014169,train
PV_64b927d2bc476c10,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0524de69-51ec-4794-a955-04a8e0c5656c___GCREC_Bact.Sp 3695.JPG,Tomato_Bacterial_spot/0524de69-51ec-4794-a955-04a8e0c5656c___GCREC_Bact.Sp 3695.JPG,Tomato_Bacterial_spot,64b927d2bc476c10aeff346f7e4c3370,ef6690131fdc9813,NDG_006283,train
PV_0756e28fb74f3ca9,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0542f446-f9d7-4173-ab07-f41125b21dc7___GCREC_Bact.Sp 3074.JPG,Tomato_Bacterial_spot/0542f446-f9d7-4173-ab07-f41125b21dc7___GCREC_Bact.Sp 3074.JPG,Tomato_Bacterial_spot,0756e28fb74f3ca968df0fe9e6bcd054,eee4841ed09ad99c,NDG_000457,train
PV_3401d66343888188,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\05796aef-4298-48b1-ac04-e3ba020cb8b8___GCREC_Bact.Sp 3650.JPG,Tomato_Bacterial_spot/05796aef-4298-48b1-ac04-e3ba020cb8b8___GCREC_Bact.Sp 3650.JPG,Tomato_Bacterial_spot,3401d6634388818834ba60575cf42d3d,fee03133f083d40f,NDG_003219,train
PV_25e60144a3f5545b,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\057e3333-e63f-4259-888e-12869cc457c7___GCREC_Bact.Sp 3317.JPG,Tomato_Bacterial_spot/057e3333-e63f-4259-888e-12869cc457c7___GCREC_Bact.Sp 3317.JPG,Tomato_Bacterial_spot,25e60144a3f5545b7bf60715d2c60550,fca2c2178f789d48,NDG_002349,train
PV_6e0628830aac67fa,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\05fc994d-7781-4dc5-a15c-b359f6c681a6___GCREC_Bact.Sp 6304.JPG,Tomato_Bacterial_spot/05fc994d-7781-4dc5-a15c-b359f6c681a6___GCREC_Bact.Sp 6304.JPG,Tomato_Bacterial_spot,6e0628830aac67fa743700129b700e79,bf178438d23d8378,NDG_006865,train
PV_2c7dd7e8e5c38223,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\062e43fa-d640-4e2a-b57f-6d819632235f___UF.GRC_BS_Lab Leaf 8853.JPG,Tomato_Bacterial_spot/062e43fa-d640-4e2a-b57f-6d819632235f___UF.GRC_BS_Lab Leaf 8853.JPG,Tomato_Bacterial_spot,2c7dd7e8e5c382237e4c2f578e9d46b4,8bdd38c1667626e2,NDG_002754,train
PV_71c4689f47755b5d,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\06ac210d-bdb1-4224-9053-c218cb14fa60___GCREC_Bact.Sp 3220.JPG,Tomato_Bacterial_spot/06ac210d-bdb1-4224-9053-c218cb14fa60___GCREC_Bact.Sp 3220.JPG,Tomato_Bacterial_spot,71c4689f47755b5df484c38caed98c4d,ba64910bcb2dcc76,NDG_007094,train
PV_59dd428b780989b5,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\06c56818-dc01-4603-b93c-1be193f95178___GCREC_Bact.Sp 5831.JPG,Tomato_Bacterial_spot/06c56818-dc01-4603-b93c-1be193f95178___GCREC_Bact.Sp 5831.JPG,Tomato_Bacterial_spot,59dd428b780989b5b1ebd05c0ffe1f57,e8e3811f96c89f38,NDG_005596,train
PV_bbdaaa9ef1d9c87b,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\06d98f32-c416-4a79-81df-8e64f8bb7779___GCREC_Bact.Sp 3083.JPG,Tomato_Bacterial_spot/06d98f32-c416-4a79-81df-8e64f8bb7779___GCREC_Bact.Sp 3083.JPG,Tomato_Bacterial_spot,bbdaaa9ef1d9c87b408a3868fefbddd6,ab07d60fda2449b9,NDG_011663,train
PV_bb1b0cc7757c144f,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\06d99389-13fd-4fd1-8734-eb82ea657ce3___UF.GRC_BS_Lab Leaf 8896.JPG,Tomato_Bacterial_spot/06d99389-13fd-4fd1-8734-eb82ea657ce3___UF.GRC_BS_Lab Leaf 8896.JPG,Tomato_Bacterial_spot,bb1b0cc7757c144fa801f9afe5529159,9a8d6d92926b954d,NDG_011622,train
PV_f3e4504c47750522,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\06f23987-e01b-40dc-98ef-a5b33e86bc90___UF.GRC_BS_Lab Leaf 0308.JPG,Tomato_Bacterial_spot/06f23987-e01b-40dc-98ef-a5b33e86bc90___UF.GRC_BS_Lab Leaf 0308.JPG,Tomato_Bacterial_spot,f3e4504c47750522a4f807ac7f4afcab,a4c1db9e66887365,NDG_015200,train
PV_bbb272d7dc5b5fe8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\070228e2-ba4e-4de8-813b-074e51ed6f5a___UF.GRC_BS_Lab Leaf 0661.JPG,Tomato_Bacterial_spot/070228e2-ba4e-4de8-813b-074e51ed6f5a___UF.GRC_BS_Lab Leaf 0661.JPG,Tomato_Bacterial_spot,bbb272d7dc5b5fe8ce159c0a660ce650,ef8c13d20c719e53,NDG_011651,train
PV_d1d0020c0e20c8e0,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\07246956-b38c-4d28-acec-85d032ba989e___UF.GRC_BS_Lab Leaf 0278.JPG,Tomato_Bacterial_spot/07246956-b38c-4d28-acec-85d032ba989e___UF.GRC_BS_Lab Leaf 0278.JPG,Tomato_Bacterial_spot,d1d0020c0e20c8e0308e11be3b778955,a9d5628e8e93d839,NDG_013033,train
PV_23967f1ea8df968c,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0740bf94-09c3-4718-8375-6ceed7db97a3___GCREC_Bact.Sp 3628.JPG,Tomato_Bacterial_spot/0740bf94-09c3-4718-8375-6ceed7db97a3___GCREC_Bact.Sp 3628.JPG,Tomato_Bacterial_spot,23967f1ea8df968c0d24f7a815daa1dd,efe096965ab13905,NDG_002196,train
PV_4b504b8a15ce3a4e,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\07458546-6893-49c8-b94f-edde706b19fa___GCREC_Bact.Sp 3835.JPG,Tomato_Bacterial_spot/07458546-6893-49c8-b94f-edde706b19fa___GCREC_Bact.Sp 3835.JPG,Tomato_Bacterial_spot,4b504b8a15ce3a4e7badfc71ad67207d,aea5c0d6962b9b52,NDG_004625,train
PV_478f0f32cbebd472,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,Tomato_Bacterial_spot/0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,Tomato_Bacterial_spot,478f0f32cbebd4724cefbecd484a5c31,fdb4c0938b4b906d,NDG_004381,train
PV_452675ab8981343a,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\075caa8d-0748-441c-a365-754b43a5b538___GCREC_Bact.Sp 5625.JPG,Tomato_Bacterial_spot/075caa8d-0748-441c-a365-754b43a5b538___GCREC_Bact.Sp 5625.JPG,Tomato_Bacterial_spot,452675ab8981343a5e2b83a10a324d80,be35c04bc368974e,NDG_004220,train
PV_92f36745ddb80049,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878.JPG,Tomato_Bacterial_spot/07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878.JPG,Tomato_Bacterial_spot,92f36745ddb80049f4e97a4099725075,ef1de04291e2b54b,NDG_009128,train
PV_42f458c5669700a7,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\07f5c629-92da-49ad-b132-6268199882f8___GCREC_Bact.Sp 3362.JPG,Tomato_Bacterial_spot/07f5c629-92da-49ad-b132-6268199882f8___GCREC_Bact.Sp 3362.JPG,Tomato_Bacterial_spot,42f458c5669700a744568c3bb98ae6e8,b8c1834ed40fd8bd,NDG_004109,train
PV_05f0bc735bd801f1,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0809f630-10f6-48b4-9aa2-6c08852aa83a___GCREC_Bact.Sp 5626.JPG,Tomato_Bacterial_spot/0809f630-10f6-48b4-9aa2-6c08852aa83a___GCREC_Bact.Sp 5626.JPG,Tomato_Bacterial_spot,05f0bc735bd801f177953eb4c0a61b54,ffb0c147c30e8d4c,NDG_000364,train
PV_87be63b919ed37df,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\088a515b-7dd2-469a-b921-6a7de9edb7db___GCREC_Bact.Sp 3365.JPG,Tomato_Bacterial_spot/088a515b-7dd2-469a-b921-6a7de9edb7db___GCREC_Bact.Sp 3365.JPG,Tomato_Bacterial_spot,87be63b919ed37df3d209b12486056cd,fbc0851fc01f96f0,NDG_008477,train
PV_452f7df3a65b3e37,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0893cbc5-7c6f-4ed2-863a-78f0bdb31ba0___GCREC_Bact.Sp 6174.JPG,Tomato_Bacterial_spot/0893cbc5-7c6f-4ed2-863a-78f0bdb31ba0___GCREC_Bact.Sp 6174.JPG,Tomato_Bacterial_spot,452f7df3a65b3e37fd120e3377bbc263,f963861fd0388f38,NDG_004222,train
PV_caa1fc1f8d11b0cc,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\08a25478-76ed-4e4c-8ad0-bc7322f050b0___GCREC_Bact.Sp 3028.JPG,Tomato_Bacterial_spot/08a25478-76ed-4e4c-8ad0-bc7322f050b0___GCREC_Bact.Sp 3028.JPG,Tomato_Bacterial_spot,caa1fc1f8d11b0ccf598d07771263ab9,fa61c03b87788ef0,NDG_012613,train
PV_b697f57e569bac89,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\08b479e4-0063-41e5-b85d-279b9aedd38f___UF.GRC_BS_Lab Leaf 0485.JPG,Tomato_Bacterial_spot/08b479e4-0063-41e5-b85d-279b9aedd38f___UF.GRC_BS_Lab Leaf 0485.JPG,Tomato_Bacterial_spot,b697f57e569bac89a3d44f7a845917d3,ecf3878e1390c92b,NDG_011333,train
PV_e6f07db95f12fc76,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\08fd8d64-fdb3-49bb-93d9-6635ced701d4___UF.GRC_BS_Lab Leaf 0272.JPG,Tomato_Bacterial_spot/08fd8d64-fdb3-49bb-93d9-6635ced701d4___UF.GRC_BS_Lab Leaf 0272.JPG,Tomato_Bacterial_spot,e6f07db95f12fc76e93da66c87325fbe,abdc3283c7f14c83,NDG_014325,train
PV_aec1dfc53881a4bb,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\09442ca2-e279-4937-8ba0-faa85901f199___GCREC_Bact.Sp 5643.JPG,Tomato_Bacterial_spot/09442ca2-e279-4937-8ba0-faa85901f199___GCREC_Bact.Sp 5643.JPG,Tomato_Bacterial_spot,aec1dfc53881a4bbdf8791a48cecdea5,eac7951cd1929a33,NDG_010857,train
PV_6fba0e5b37756454,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\095f2dd4-7e65-44ab-a867-c5d9634ec532___GCREC_Bact.Sp 3801.JPG,Tomato_Bacterial_spot/095f2dd4-7e65-44ab-a867-c5d9634ec532___GCREC_Bact.Sp 3801.JPG,Tomato_Bacterial_spot,6fba0e5b37756454b195cb6e9c487f13,fec1d38ec6b0890e,NDG_006977,train
PV_9ea599308c688b1f,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\098b62a4-f92b-4c0d-9ab9-a6061a9d1625___GCREC_Bact.Sp 2955.JPG,Tomato_Bacterial_spot/098b62a4-f92b-4c0d-9ab9-a6061a9d1625___GCREC_Bact.Sp 2955.JPG,Tomato_Bacterial_spot,9ea599308c688b1f7ee83c22fe1074fe,a967d0c6cac38c9b,NDG_009824,train
PV_b699a9690ece0352,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\09c1a12a-ad44-4522-9755-851d6a042f02___GCREC_Bact.Sp 5585.JPG,Tomato_Bacterial_spot/09c1a12a-ad44-4522-9755-851d6a042f02___GCREC_Bact.Sp 5585.JPG,Tomato_Bacterial_spot,b699a9690ece0352d823ea39b8e075ae,f81791528768ce2f,NDG_011334,train
PV_cdd311a9c603fe69,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,Tomato_Bacterial_spot/09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,Tomato_Bacterial_spot,cdd311a9c603fe698efb42b180b2bcaf,abb374849397839a,NDG_012815,train
PV_6b63b2624447514a,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a22f50a-5f25-4cf6-816b-76cae94b7f30___GCREC_Bact.Sp 6103.JPG,Tomato_Bacterial_spot/0a22f50a-5f25-4cf6-816b-76cae94b7f30___GCREC_Bact.Sp 6103.JPG,Tomato_Bacterial_spot,6b63b2624447514aafc3481eda55a8bb,fae3954e9a8899a8,NDG_006698,train
PV_c370596d6f0e7077,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a64655c-4052-4e5f-a696-2a6cf25d10c9___GCREC_Bact.Sp 6017.JPG,Tomato_Bacterial_spot/0a64655c-4052-4e5f-a696-2a6cf25d10c9___GCREC_Bact.Sp 6017.JPG,Tomato_Bacterial_spot,c370596d6f0e7077a61a7bf8c289d1f6,af44e00f857ccd78,NDG_012178,train
PV_5c2f3fa8976f5519,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ab54691-ba9f-4c1f-a69b-ec0501df4401___GCREC_Bact.Sp 3170.JPG,Tomato_Bacterial_spot/0ab54691-ba9f-4c1f-a69b-ec0501df4401___GCREC_Bact.Sp 3170.JPG,Tomato_Bacterial_spot,5c2f3fa8976f5519f4ad93c39555e6ec,bef0c44ace39ccb0,NDG_005734,train
PV_cb8e39ce2cd224c6,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ab9c705-f29e-45ac-b786-9549b3c38f16___GCREC_Bact.Sp 3223.JPG,Tomato_Bacterial_spot/0ab9c705-f29e-45ac-b786-9549b3c38f16___GCREC_Bact.Sp 3223.JPG,Tomato_Bacterial_spot,cb8e39ce2cd224c6b73d0d58ebeb72b4,bae4954ac31dcb98,NDG_012676,train
PV_297152de6a81da6a,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ac8c80f-6d67-46ee-b662-8265d9df9183___GCREC_Bact.Sp 6115.JPG,Tomato_Bacterial_spot/0ac8c80f-6d67-46ee-b662-8265d9df9183___GCREC_Bact.Sp 6115.JPG,Tomato_Bacterial_spot,297152de6a81da6a54a09da5defa48ea,adb2d04bcb2d4aa5,NDG_002556,train
PV_4fa8cb2bb5c9eb49,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0afe3bbd-b18b-4c70-8fbd-072844e742a2___GCREC_Bact.Sp 3434.JPG,Tomato_Bacterial_spot/0afe3bbd-b18b-4c70-8fbd-072844e742a2___GCREC_Bact.Sp 3434.JPG,Tomato_Bacterial_spot,4fa8cb2bb5c9eb491dad5dc605a00954,beb4d0d8c14dc86e,NDG_004919,train
PV_fdadbbb1bd9ec77e,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0b233197-cd35-4031-80c2-610e7e3a046b___GCREC_Bact.Sp 6095.JPG,Tomato_Bacterial_spot/0b233197-cd35-4031-80c2-610e7e3a046b___GCREC_Bact.Sp 6095.JPG,Tomato_Bacterial_spot,fdadbbb1bd9ec77e33475e9b95c4b5d1,eae5851cd01b93e3,NDG_015817,train
PV_45263dba9b764e91,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0c09c121-e945-4b7e-acbf-dff4e0d01acb___GCREC_Bact.Sp 3379.JPG,Tomato_Bacterial_spot/0c09c121-e945-4b7e-acbf-dff4e0d01acb___GCREC_Bact.Sp 3379.JPG,Tomato_Bacterial_spot,45263dba9b764e91fc3cba0e326889b8,ab81944ec33d5abc,NDG_004219,train
PV_7774cd2b9cf23f10,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0c5eb8e4-e0fb-424a-8873-e43f9a6121ef___GCREC_Bact.Sp 6281.JPG,Tomato_Bacterial_spot/0c5eb8e4-e0fb-424a-8873-e43f9a6121ef___GCREC_Bact.Sp 6281.JPG,Tomato_Bacterial_spot,7774cd2b9cf23f104c1fc1cccac04f4a,ffa09417c2599d58,NDG_007419,train
PV_183bbe521ad8680e,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0c883752-3334-4615-841d-287d58ecf60d___GCREC_Bact.Sp 6119.JPG,Tomato_Bacterial_spot/0c883752-3334-4615-841d-287d58ecf60d___GCREC_Bact.Sp 6119.JPG,Tomato_Bacterial_spot,183bbe521ad8680ebd130c97ff4b1cd4,feb1904b9b6c944c,NDG_001490,train
PV_4c2504055082b340,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0c9b7dd9-a0c7-4b6e-bb4d-b2e3cab833d0___GCREC_Bact.Sp 6081.JPG,Tomato_Bacterial_spot/0c9b7dd9-a0c7-4b6e-bb4d-b2e3cab833d0___GCREC_Bact.Sp 6081.JPG,Tomato_Bacterial_spot,4c2504055082b340eeb0478725b0213a,be91c44b866cda1d,NDG_004678,train
PV_9f1ea9cff96dc680,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0cbaca0d-e422-438f-89df-344b493888b8___GCREC_Bact.Sp 5832.JPG,Tomato_Bacterial_spot/0cbaca0d-e422-438f-89df-344b493888b8___GCREC_Bact.Sp 5832.JPG,Tomato_Bacterial_spot,9f1ea9cff96dc6803a6787413239b526,abb4d04bc5cd8d4a,NDG_009861,train
PV_944d2de4990281e6,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0cc3364e-3f2a-42b2-aefe-5af03dad2966___GCREC_Bact.Sp 5580.JPG,Tomato_Bacterial_spot/0cc3364e-3f2a-42b2-aefe-5af03dad2966___GCREC_Bact.Sp 5580.JPG,Tomato_Bacterial_spot,944d2de4990281e6764858ca4fc51aa8,be92c109cb27966d,NDG_009225,train
