image_path,class,red_mean,green_mean,blue_mean,red_std,green_std,blue_std
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\2b526b63-b759-4187-ab73-ce49ebb07191___JR_Sept.L.S 2681.JPG,Tomato_Septoria_leaf_spot,134.62493896484375,130.84080505371094,137.43893432617188,39.68471145629883,37.68510818481445,55.6221809387207
D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\35c64b94-b2f4-456d-b55f-a376827186c2___GHLB2 Leaf 129.JPG,Tomato_Late_blight,102.98051452636719,103.00337219238281,90.85484313964844,38.63884353637695,37.817901611328125,29.747440338134766
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\459c7e33-9780-4af1-b373-5ec67bdde2c1___UF.GRC_YLCV_Lab 02897.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,121.41139221191406,133.51138305664062,89.95051574707031,23.277982711791992,27.017337799072266,39.34861755371094
D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\fdcb5a83-89e0-4d50-9460-28f36237e91d___GCREC_Bact.Sp 5742.JPG,Tomato_Bacterial_spot,94.43716430664062,94.48178100585938,79.33741760253906,39.7051887512207,29.598569869995117,39.403167724609375
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\1e5f36a1-69fd-4256-be5d-ae451546b94c___Com.G_TgS_FL 8094.JPG,Tomato__Target_Spot,111.67054748535156,112.16357421875,107.12649536132812,45.9142951965332,42.231754302978516,46.17988967895508
D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7a163b85-1356-4b3e-98f2-2d24b3a1adaf___RS_Late.B 6802.JPG,Tomato_Late_blight,154.211181640625,152.34120178222656,137.527099609375,60.403602600097656,53.618858337402344,64.16128540039062
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\7a54c885-df65-4a4a-98b0-a0b5c914d8bb___Matt.S_CG 1057.JPG,Tomato_Septoria_leaf_spot,120.36869812011719,115.98269653320312,75.81085205078125,17.82110595703125,22.70757293701172,30.93886947631836
D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\4dbc8d8b-4d1d-410f-927b-16556e2039c5___Com.G_SpM_FL 1447.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,124.63780212402344,125.45108032226562,111.24919128417969,49.1685676574707,46.98102569580078,54.01956558227539
D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1e0febc9-f544-45bb-9a39-69722d288393___Com.G_SpM_FL 1578.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,127.38502502441406,125.81455993652344,117.65879821777344,47.70183181762695,41.96046829223633,50.075740814208984
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\6bce316f-b15d-4d23-98b8-ab0e683df66d___UF.GRC_YLCV_Lab 02494.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,103.80818176269531,126.32466125488281,75.62348937988281,33.02470397949219,26.964885711669922,43.9721565246582
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\b7534867-a544-48de-a419-32b315e3b5d2___Matt.S_CG 7584.JPG,Tomato_Septoria_leaf_spot,133.30291748046875,144.30609130859375,123.76596069335938,50.12617492675781,41.73957824707031,62.387916564941406
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\2a1fa2a0-b6ab-4c9b-984f-ea4108087568___Com.G_TgS_FL 8225.JPG,Tomato__Target_Spot,107.34371948242188,112.90499877929688,101.56779479980469,51.766056060791016,47.13387680053711,53.32463073730469
D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\ad0f47b8-f36c-42a8-8c9d-9c24f91a3ef1___Crnl_L.Mold 8891.JPG,Tomato_Leaf_Mold,118.68595886230469,120.71504211425781,116.85371398925781,58.47346878051758,57.48661422729492,66.0106430053711
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\8d39c92d-db17-4a32-a350-1fa670fe2268___GH_HL Leaf 224.JPG,Tomato_healthy,105.12185668945312,114.71395874023438,105.51972961425781,24.435287475585938,24.061969757080078,25.376977920532227
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\aef1351a-7949-4ab8-bc46-3a6522535f8a___JR_Sept.L.S 8450.JPG,Tomato_Septoria_leaf_spot,142.9963836669922,131.6778564453125,127.70381164550781,39.04085922241211,34.10478210449219,44.201263427734375
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\6353ab0f-fb71-4a41-8404-2e8a62a1e7b9___Matt.S_CG 7418.JPG,Tomato_Septoria_leaf_spot,129.1673126220703,145.58700561523438,128.1387176513672,57.70489501953125,51.49503707885742,65.21546936035156
D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\90ede7d6-c45b-4a97-8e77-9e8f66206418___RS_Erly.B 9581.JPG,Tomato_Early_blight,101.53355407714844,112.19198608398438,102.39277648925781,58.22446823120117,52.841217041015625,60.71427536010742
D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\7515d9e0-f3a4-4a49-9d6a-77cfa40a16a4___GCREC_Bact.Sp 3655.JPG,Tomato_Bacterial_spot,101.83714294433594,112.87886047363281,104.10107421875,40.45000076293945,30.308452606201172,43.093421936035156
D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\aede12d4-2bc7-499e-98e3-8babc4d50590___Com.G_SpM_FL 1641.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,132.41001892089844,129.9383087158203,119.56729125976562,46.0253791809082,40.46826934814453,49.203006744384766
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\35fc2de1-f8e1-4ceb-b3fd-6cead6562333___Com.G_TgS_FL 8143.JPG,Tomato__Target_Spot,110.70887756347656,120.27354431152344,103.71333312988281,58.85839080810547,53.89924240112305,65.20417785644531
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\dd50e041-1df0-45e4-8ab7-126f0ae2b984___GH_HL Leaf 270.JPG,Tomato_healthy,109.00100708007812,119.69020080566406,107.11488342285156,25.539701461791992,22.376981735229492,29.10551643371582
D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3bc0207a-406f-49e9-bf64-7082897ef2a4___Com.G_SpM_FL 1583.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,122.98394775390625,123.10887145996094,109.53965759277344,48.90453338623047,44.53792190551758,52.9445915222168
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\8e199c01-37e0-4631-a91c-ef5847433118___Com.G_TgS_FL 0934.JPG,Tomato__Target_Spot,122.32588195800781,123.74932861328125,110.90528869628906,50.163326263427734,45.86643600463867,54.36212921142578
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\3247a6d7-a473-414f-af51-2d8de917ee82___RS_HL 9622.JPG,Tomato_healthy,124.17903137207031,130.83016967773438,128.63629150390625,54.53491973876953,52.27537155151367,64.11834716796875
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\1e5d50b9-7cf6-4ea3-9e39-020e59c72130___UF.GRC_YLCV_Lab 03092.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,109.35173034667969,124.97604370117188,80.2882080078125,28.730737686157227,30.27565574645996,42.755577087402344
D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\a3d07302-420d-4b4e-94f2-6694ef9d2088___RS_Erly.B 7652.JPG,Tomato_Early_blight,101.62466430664062,103.84226989746094,100.17294311523438,47.26176452636719,45.17694854736328,47.686370849609375
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\bf4d8522-a43c-40ee-afd2-d5fb78ac3630___Matt.S_CG 6354.JPG,Tomato_Septoria_leaf_spot,155.63003540039062,161.738037109375,135.25839233398438,32.742366790771484,21.14270782470703,45.7577018737793
D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\dd52a1b4-1d20-4417-96c9-48baac62f15b___RS_Late.B 5202.JPG,Tomato_Late_blight,102.33570861816406,102.975830078125,96.89422607421875,46.70235061645508,43.92378234863281,52.712867736816406
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\a201604c-5abc-414a-89cb-b74c80289fa6___Keller.St_CG 1949.JPG,Tomato_Septoria_leaf_spot,127.57931518554688,129.87364196777344,115.6766357421875,33.99993133544922,28.71697235107422,46.266387939453125
D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B 8328.JPG,Tomato_Early_blight,133.7626953125,124.70965576171875,114.81494140625,54.94760513305664,55.067325592041016,60.591575622558594
D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\579c6b36-c17e-4510-a1ba-31cabbb0951f___RS_Erly.B 7517.JPG,Tomato_Early_blight,90.89706420898438,104.5289306640625,90.8021240234375,47.35355758666992,36.78932571411133,49.128299713134766
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\41fff472-35b9-4c49-8994-a647086ae947___YLCV_NREC 2142.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,99.9337158203125,95.91172790527344,78.64666748046875,46.796905517578125,36.087364196777344,48.05567169189453
D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\a58d9924-0f70-44f3-ac76-1c2d7fc238e1___RS_Late.B 5086.JPG,Tomato_Late_blight,114.19102478027344,122.14019775390625,106.93208312988281,59.6292610168457,49.014892578125,58.01259994506836
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\1588e951-b57d-47a2-8371-7be3a45fd2cc___PSU_CG 2121.JPG,Tomato__Tomato_mosaic_virus,127.75679016113281,123.10221862792969,129.3525390625,30.343441009521484,23.6825008392334,34.014503479003906
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\07a69b1e-1b70-44cc-ad96-24d4200be7d3___UF.GRC_YLCV_Lab 02218.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,140.77471923828125,147.9534912109375,104.00958251953125,27.0167236328125,31.471424102783203,33.60570526123047
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\38b0c6c6-0b50-491f-8889-181709be26ea___YLCV_NREC 2026.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,137.89300537109375,129.30023193359375,104.59336853027344,47.58134078979492,43.008792877197266,56.56729507446289
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\88e8a252-4b4c-4934-ba84-2ad909072d66___Matt.S_CG 6322.JPG,Tomato_Septoria_leaf_spot,159.89596557617188,165.5395965576172,138.13357543945312,35.844051361083984,26.26373863220215,44.63908004760742
D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\c20016fd-1168-4ed8-85ee-4ceca04c2b21___Com.G_SpM_FL 8651.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,111.00694274902344,106.6844482421875,90.85675048828125,54.49230194091797,48.16450119018555,54.9886360168457
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\e26a1f0a-354d-44a6-bc28-623e77112af3___Keller.St_CG 1916.JPG,Tomato_Septoria_leaf_spot,121.24983215332031,121.38795471191406,112.1258544921875,28.141286849975586,32.822811126708984,43.76886749267578
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\bb9683d5-9302-4525-bd77-05153f65ffa3___RS_HL 0623.JPG,Tomato_healthy,112.1417236328125,112.77183532714844,103.63432312011719,53.76001739501953,51.97503662109375,56.24242401123047
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\6ee48dff-5a8a-4751-8850-200575ee49b1___RS_HL 0479.JPG,Tomato_healthy,122.5693359375,119.89926147460938,114.97064208984375,44.52968978881836,42.88164138793945,47.54862594604492
D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\483801eb-a0b8-4675-a731-40d6204ecbae___GCREC_Bact.Sp 5777.JPG,Tomato_Bacterial_spot,104.74880981445312,106.46659851074219,94.85317993164062,43.07280731201172,32.14817428588867,40.86114501953125
D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\4c439043-1b03-485d-8d88-e0b52177c248___Crnl_L.Mold 9145.JPG,Tomato_Leaf_Mold,89.14187622070312,106.62571716308594,127.12440490722656,29.305086135864258,30.772260665893555,46.16798400878906
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\0d63c167-dff7-4486-983f-c46183a1a210___YLCV_GCREC 2262.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,107.96165466308594,115.52024841308594,91.40896606445312,49.70716857910156,40.85138702392578,52.493064880371094
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\c1d4070e-8856-40b8-8f61-208f33f05be3___Com.G_TgS_FL 8134.JPG,Tomato__Target_Spot,125.2403564453125,127.99789428710938,122.50297546386719,49.9728889465332,42.146697998046875,51.637779235839844
D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\c5fde521-4d6d-4efe-8157-2d0a306f51e4___Com.G_SpM_FL 1482.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,122.31956481933594,118.52871704101562,112.85585021972656,48.27154541015625,44.847564697265625,50.741416931152344
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\af156939-f96f-4b7a-bd93-a5ebde95fc14___Com.G_TgS_FL 1036.JPG,Tomato__Target_Spot,121.51765441894531,116.86567687988281,110.2734375,48.28874969482422,42.20176696777344,49.358055114746094
D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\4184d645-f365-4e8b-a6f9-f5f80d5198a2___GCREC_Bact.Sp 5963.JPG,Tomato_Bacterial_spot,99.87469482421875,103.55445861816406,92.90754699707031,43.80965042114258,32.32632064819336,41.218814849853516
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\28e4159d-d813-4422-9805-406b4fd141ac___UF.GRC_YLCV_Lab 02491.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,112.97010803222656,127.77040100097656,89.48143005371094,35.85581970214844,34.85686492919922,50.03977966308594
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\9ee33eba-abc6-4f16-a292-46d0ded8e88d___Com.G_TgS_FL 9797.JPG,Tomato__Target_Spot,120.41749572753906,125.11279296875,109.45231628417969,46.87253189086914,36.16402816772461,47.56978988647461
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\2f0011f5-50d5-4f18-8e1b-dc88391810bd___Com.G_TgS_FL 9758.JPG,Tomato__Target_Spot,132.23182678222656,127.53111267089844,119.99174499511719,45.786930084228516,41.40943145751953,47.27477264404297
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\1caa682c-2a12-483d-96a3-a9548428fb27___YLCV_GCREC 5497.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,90.19102478027344,95.90480041503906,83.87696838378906,44.651947021484375,33.604915618896484,43.12766647338867
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\a06020fc-7c74-4cc8-bd8f-9a18d7731857___Matt.S_CG 6750.JPG,Tomato_Septoria_leaf_spot,167.45257568359375,170.25418090820312,130.36178588867188,39.513648986816406,35.39901351928711,56.150421142578125
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1f763a4e-3f17-44c1-be1b-a8752d2b93a1___RS_HL 9830.JPG,Tomato_healthy,121.27946472167969,124.446044921875,121.29853820800781,50.180213928222656,49.888671875,56.890907287597656
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\409c349a-7738-41fc-8a3a-844cd33cfcae___RS_HL 9825.JPG,Tomato_healthy,115.40487670898438,121.78736877441406,119.02618408203125,44.6167106628418,41.73004150390625,52.48143768310547
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\4de74e9a-e32a-467a-b6fd-512a16a09d22___GH_HL Leaf 329.JPG,Tomato_healthy,102.91609191894531,108.71682739257812,103.123046875,23.108936309814453,25.10782814025879,23.196277618408203
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0fee8af3-ca03-418c-a71c-c4fb0a80dc7b___RS_HL 0199.JPG,Tomato_healthy,126.45780944824219,125.5113525390625,118.31758117675781,43.549625396728516,43.55394744873047,48.04956817626953
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1.JPG,Tomato_healthy,105.90138244628906,116.35006713867188,102.29811096191406,29.253982543945312,29.287256240844727,30.644739151000977
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\1c264e0f-1988-4d30-a311-7422148656f8___YLCV_GCREC 2789.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,92.47013854980469,105.345458984375,89.52964782714844,46.68852996826172,34.57665252685547,51.53685760498047
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\10f63c22-2aee-4b78-96e3-b265a5c25d41___UF.GRC_YLCV_Lab 02578.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,114.78047180175781,127.61231994628906,88.66584777832031,29.217082977294922,34.51621627807617,35.64429473876953
D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\24364b4f-3f9f-4166-860d-34a938d3d630___RS_Late.B 4986.JPG,Tomato_Late_blight,114.75003051757812,115.00477600097656,99.23245239257812,79.72452545166016,73.0054702758789,78.44136047363281
D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\a7ea5602-9cd1-444e-bce8-ed314ddda894___Crnl_L.Mold 9101.JPG,Tomato_Leaf_Mold,100.41043090820312,105.97726440429688,117.58747863769531,39.48892593383789,39.35460662841797,57.793975830078125
D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,Tomato_Early_blight,110.5633544921875,109.83149719238281,106.3045654296875,37.52346420288086,30.742795944213867,39.503257751464844
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\15c00319-bd7f-45ef-9142-9295a62d701b___Matt.S_CG 0769.JPG,Tomato_Septoria_leaf_spot,118.52229309082031,124.935302734375,102.329833984375,41.580814361572266,24.785240173339844,48.3185920715332
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\6c077ee5-6913-4bf2-a69a-fba90efa5c9d___YLCV_GCREC 2847.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,114.08139038085938,122.71926879882812,110.08120727539062,47.89455795288086,32.90443801879883,50.41643142700195
D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\9a8c7e68-6887-40f1-b0f4-94bb5b678264___UF.GRC_BS_Lab Leaf 0399.JPG,Tomato_Bacterial_spot,118.14576721191406,122.32850646972656,112.08407592773438,33.00526428222656,29.937532424926758,38.31761932373047
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f43ce703-8d4d-4e97-8e23-788f56338c09___Matt.S_CG 6660.JPG,Tomato_Septoria_leaf_spot,155.546875,156.47923278808594,141.72369384765625,53.39458084106445,42.925376892089844,61.45702362060547
D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\a75edffc-d484-41ea-adb2-8808748a53db___GCREC_Bact.Sp 5608.JPG,Tomato_Bacterial_spot,93.28993225097656,95.57733154296875,81.21470642089844,46.90509796142578,36.73773193359375,46.61566162109375
D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\3d8a687c-febd-4bd6-8fa5-62a3e1d5ebf6___GH_HL Leaf 443.1.JPG,Tomato_healthy,91.79957580566406,104.20121765136719,88.6002197265625,20.008907318115234,23.396852493286133,21.174020767211914
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\9b48e330-216d-4da6-89ce-10425eeb8578___Com.G_TgS_FL 8007.JPG,Tomato__Target_Spot,98.80561828613281,101.30682373046875,92.279541015625,49.04895782470703,41.299983978271484,51.08333969116211
D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\b4cfa208-cee0-4383-b0e2-6988814fbb9a___RS_Erly.B 7645.JPG,Tomato_Early_blight,99.32635498046875,108.58441162109375,99.59776306152344,44.41481018066406,34.5686149597168,46.184295654296875
D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\d368153c-6779-4a7e-a82d-9ae10dd36bb2___RS_Erly.B 7678.JPG,Tomato_Early_blight,111.00508117675781,111.40542602539062,108.76368713378906,72.73440551757812,66.9242935180664,72.08466339111328
D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\3ae3232f-14a1-44f4-8215-2cd9b391d271___Com.G_TgS_FL 9775.JPG,Tomato__Target_Spot,125.15499877929688,126.26304626464844,115.13043212890625,47.97639846801758,40.56244659423828,47.9106330871582
D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\689b643a-89fa-4a7f-93a3-edd9d2d5ac6a___Matt.S_CG 2517.JPG,Tomato_Septoria_leaf_spot,121.63165283203125,126.73861694335938,115.9451904296875,41.675323486328125,28.75481605529785,48.23059844970703
D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4361805d-f37f-41e3-8341-a2a76fb22bc4___UF.GRC_YLCV_Lab 01385.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,118.72967529296875,134.25099182128906,94.88973999023438,21.413461685180664,21.637073516845703,37.1413459777832
