hash,image_path,class,original_group_size
00617b25601ed549d064787331141ddb,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\fdcb5a83-89e0-4d50-9460-28f36237e91d___GCREC_Bact.Sp 5742.JPG,Tomato_Bacterial_spot,1
00633fae1413e3683fe901167fb20500,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\1e5f36a1-69fd-4256-be5d-ae451546b94c___Com.G_TgS_FL 8094.JPG,Tomato__Target_Spot,1
0067b717705eb2edd67dfe4bcb04c223,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7a163b85-1356-4b3e-98f2-2d24b3a1adaf___RS_Late.B 6802.JPG,Tomato_Late_blight,1
006cb7dfb0a6e26163e517294113780c,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\7a54c885-df65-4a4a-98b0-a0b5c914d8bb___Matt.S_CG 1057.JPG,Tomato_Septoria_leaf_spot,1
006e90faea5a8e2bb7f89513d0ae0828,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\4dbc8d8b-4d1d-410f-927b-16556e2039c5___Com.G_SpM_FL 1447.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
00708ed1853167489b8017a29cefa4c4,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1e0febc9-f544-45bb-9a39-69722d288393___Com.G_SpM_FL 1578.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
00749ec5cf6439df9a3d2f546b797445,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\6bce316f-b15d-4d23-98b8-ab0e683df66d___UF.GRC_YLCV_Lab 02494.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
0074b5251494e3db36cb61b6e959dca3,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\b7534867-a544-48de-a419-32b315e3b5d2___Matt.S_CG 7584.JPG,Tomato_Septoria_leaf_spot,1
0079212da9aa319f9a80b3300cc39976,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\2a1fa2a0-b6ab-4c9b-984f-ea4108087568___Com.G_TgS_FL 8225.JPG,Tomato__Target_Spot,1
007b80765f9976c9bb24cb2282832995,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\ad0f47b8-f36c-42a8-8c9d-9c24f91a3ef1___Crnl_L.Mold 8891.JPG,Tomato_Leaf_Mold,1
00884d989c5abad832a4307e9065caeb,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\8d39c92d-db17-4a32-a350-1fa670fe2268___GH_HL Leaf 224.JPG,Tomato_healthy,1
0092fb971eefe227fb491c4d42123edc,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\aef1351a-7949-4ab8-bc46-3a6522535f8a___JR_Sept.L.S 8450.JPG,Tomato_Septoria_leaf_spot,1
0096256c11ec469ea6c8b5cc00c62a0b,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\6353ab0f-fb71-4a41-8404-2e8a62a1e7b9___Matt.S_CG 7418.JPG,Tomato_Septoria_leaf_spot,1
009a571c1f2df257b6d64545d4d93112,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\90ede7d6-c45b-4a97-8e77-9e8f66206418___RS_Erly.B 9581.JPG,Tomato_Early_blight,1
009fdc64346ca745e55cbc07887fcea8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\7515d9e0-f3a4-4a49-9d6a-77cfa40a16a4___GCREC_Bact.Sp 3655.JPG,Tomato_Bacterial_spot,1
00a65f4d38de3f372ba0c55725e33c68,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\aede12d4-2bc7-499e-98e3-8babc4d50590___Com.G_SpM_FL 1641.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
00a6edd08cfe8abfa6c85c97631fb0ad,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\35fc2de1-f8e1-4ceb-b3fd-6cead6562333___Com.G_TgS_FL 8143.JPG,Tomato__Target_Spot,1
00a9bdb89550f43ff3c52d5f4a22d275,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\dd50e041-1df0-45e4-8ab7-126f0ae2b984___GH_HL Leaf 270.JPG,Tomato_healthy,1
00abea462efc0030c4945746779f4f7b,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3bc0207a-406f-49e9-bf64-7082897ef2a4___Com.G_SpM_FL 1583.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
00b9784fd6e0e84087e5bbfd531ade8e,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\8e199c01-37e0-4631-a91c-ef5847433118___Com.G_TgS_FL 0934.JPG,Tomato__Target_Spot,1
00bc41edd01e1ef5cc1b11a582547d0c,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\3247a6d7-a473-414f-af51-2d8de917ee82___RS_HL 9622.JPG,Tomato_healthy,1
00bef75075221b013f9e063f14836905,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\1e5d50b9-7cf6-4ea3-9e39-020e59c72130___UF.GRC_YLCV_Lab 03092.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
00c5a2d1d45332e360541c18513dd061,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\a3d07302-420d-4b4e-94f2-6694ef9d2088___RS_Erly.B 7652.JPG,Tomato_Early_blight,1
00c6edbce9cf13b7bccdc960920306ef,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\bf4d8522-a43c-40ee-afd2-d5fb78ac3630___Matt.S_CG 6354.JPG,Tomato_Septoria_leaf_spot,1
00d1d4b6a31bea9b6c691e5d60e7810c,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\dd52a1b4-1d20-4417-96c9-48baac62f15b___RS_Late.B 5202.JPG,Tomato_Late_blight,1
00d6d999cd82ae020c0d6a8cf0e61071,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\a201604c-5abc-414a-89cb-b74c80289fa6___Keller.St_CG 1949.JPG,Tomato_Septoria_leaf_spot,1
00d95ed93334c3ca5226dccfc37b7e96,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B 8328.JPG,Tomato_Early_blight,1
00dc9f260c01cd61255b2eb36aae5780,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\579c6b36-c17e-4510-a1ba-31cabbb0951f___RS_Erly.B 7517.JPG,Tomato_Early_blight,1
00dd4a1c60b7434683688f659f9da9f7,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\41fff472-35b9-4c49-8994-a647086ae947___YLCV_NREC 2142.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
00df3862e6e4856d9b8bc396e0ce4305,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\a58d9924-0f70-44f3-ac76-1c2d7fc238e1___RS_Late.B 5086.JPG,Tomato_Late_blight,1
00e2ad46d5b0113cd0e857ac62ed9ef3,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_mosaic_virus\1588e951-b57d-47a2-8371-7be3a45fd2cc___PSU_CG 2121.JPG,Tomato__Tomato_mosaic_virus,1
00e5fc12ccf96ff882b87ab6b6b54121,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\07a69b1e-1b70-44cc-ad96-24d4200be7d3___UF.GRC_YLCV_Lab 02218.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
00eae6c43fd0563113e31a121c3d4448,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\38b0c6c6-0b50-491f-8889-181709be26ea___YLCV_NREC 2026.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
00eff27bb0d8536fb70b3ffc2f59be56,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\88e8a252-4b4c-4934-ba84-2ad909072d66___Matt.S_CG 6322.JPG,Tomato_Septoria_leaf_spot,1
00f2b0f59305f8df701f561e7ecfdeb6,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\c20016fd-1168-4ed8-85ee-4ceca04c2b21___Com.G_SpM_FL 8651.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
00f35e6080f4203a80e6780e1d7f1084,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\e26a1f0a-354d-44a6-bc28-623e77112af3___Keller.St_CG 1916.JPG,Tomato_Septoria_leaf_spot,1
00f48d514291b9e76fa3f87e728975f8,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\bb9683d5-9302-4525-bd77-05153f65ffa3___RS_HL 0623.JPG,Tomato_healthy,1
00f6d67ea1554e8ac38f67ee7212a1b2,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\6ee48dff-5a8a-4751-8850-200575ee49b1___RS_HL 0479.JPG,Tomato_healthy,1
01060d8f48563ad85fbec44097fd8edc,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\483801eb-a0b8-4675-a731-40d6204ecbae___GCREC_Bact.Sp 5777.JPG,Tomato_Bacterial_spot,1
0106e38f076f0ca9d0c7002a0b4b8c9a,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\4c439043-1b03-485d-8d88-e0b52177c248___Crnl_L.Mold 9145.JPG,Tomato_Leaf_Mold,1
01090cc4051cdd73635f0e895b3931cb,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\0d63c167-dff7-4486-983f-c46183a1a210___YLCV_GCREC 2262.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
0111a8e136fccff3c1b1d541766962b7,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\c1d4070e-8856-40b8-8f61-208f33f05be3___Com.G_TgS_FL 8134.JPG,Tomato__Target_Spot,1
011ba1d66cae0a83cd700c58e9b3f618,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\c5fde521-4d6d-4efe-8157-2d0a306f51e4___Com.G_SpM_FL 1482.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
0122ba8b067a03fbcfdc13ecf10c252d,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\af156939-f96f-4b7a-bd93-a5ebde95fc14___Com.G_TgS_FL 1036.JPG,Tomato__Target_Spot,1
01388c3d5384be119b187ebc9f7a74d2,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\4184d645-f365-4e8b-a6f9-f5f80d5198a2___GCREC_Bact.Sp 5963.JPG,Tomato_Bacterial_spot,1
013beefaa3251a508d0e6858edcb5b70,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\28e4159d-d813-4422-9805-406b4fd141ac___UF.GRC_YLCV_Lab 02491.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
014be15ffc6923ee3cea4ca7c1668588,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\9ee33eba-abc6-4f16-a292-46d0ded8e88d___Com.G_TgS_FL 9797.JPG,Tomato__Target_Spot,1
014d78bb32ee6aa3e87e4b6e0285e051,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\2f0011f5-50d5-4f18-8e1b-dc88391810bd___Com.G_TgS_FL 9758.JPG,Tomato__Target_Spot,1
0150d493336dc37adbbaf7e38c70fbfd,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\1caa682c-2a12-483d-96a3-a9548428fb27___YLCV_GCREC 5497.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
01513386e2aca9ab1d41e895a22f842b,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\a06020fc-7c74-4cc8-bd8f-9a18d7731857___Matt.S_CG 6750.JPG,Tomato_Septoria_leaf_spot,1
0159c9f0d2493e7d57324c3b8928befe,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\1f763a4e-3f17-44c1-be1b-a8752d2b93a1___RS_HL 9830.JPG,Tomato_healthy,1
015a86cb49896e2205165b95636bf70a,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\409c349a-7738-41fc-8a3a-844cd33cfcae___RS_HL 9825.JPG,Tomato_healthy,1
015bbc8fa11bbeced10d8c235e2be94a,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\4de74e9a-e32a-467a-b6fd-512a16a09d22___GH_HL Leaf 329.JPG,Tomato_healthy,1
015e2f9022dd7d3afc8d6b050613575d,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\0fee8af3-ca03-418c-a71c-c4fb0a80dc7b___RS_HL 0199.JPG,Tomato_healthy,1
016049c40e7748efe40b55054340cc1f,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1.JPG,Tomato_healthy,1
01635faf7033076914e12d473c233b84,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\1c264e0f-1988-4d30-a311-7422148656f8___YLCV_GCREC 2789.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
0166c130f374a37471aa2bb3681dbc67,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\10f63c22-2aee-4b78-96e3-b265a5c25d41___UF.GRC_YLCV_Lab 02578.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
0168f74d0dca60fc55419f9419f1c5f3,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\24364b4f-3f9f-4166-860d-34a938d3d630___RS_Late.B 4986.JPG,Tomato_Late_blight,1
01694fe31f0371b0570654e8a1d34d24,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\a7ea5602-9cd1-444e-bce8-ed314ddda894___Crnl_L.Mold 9101.JPG,Tomato_Leaf_Mold,1
016ae6dde2beea17f253e27dfa3b3be5,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,Tomato_Early_blight,1
0172b2386c392e2160ee40f94d252873,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\15c00319-bd7f-45ef-9142-9295a62d701b___Matt.S_CG 0769.JPG,Tomato_Septoria_leaf_spot,1
0178536bd30a69ebc36db260fb9e186b,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\6c077ee5-6913-4bf2-a69a-fba90efa5c9d___YLCV_GCREC 2847.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
017b2a4ef3130a25afc55cbf96d9d26f,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\9a8c7e68-6887-40f1-b0f4-94bb5b678264___UF.GRC_BS_Lab Leaf 0399.JPG,Tomato_Bacterial_spot,1
0183d881e293c074f54ef2685b90be2d,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f43ce703-8d4d-4e97-8e23-788f56338c09___Matt.S_CG 6660.JPG,Tomato_Septoria_leaf_spot,1
0184b9adb60d6eef42707b45362c38e9,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\a75edffc-d484-41ea-adb2-8808748a53db___GCREC_Bact.Sp 5608.JPG,Tomato_Bacterial_spot,1
0186d78b947a970f65827c73ed86b5d8,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\3d8a687c-febd-4bd6-8fa5-62a3e1d5ebf6___GH_HL Leaf 443.1.JPG,Tomato_healthy,1
018879a541a33b22aa4da551b41c8221,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\9b48e330-216d-4da6-89ce-10425eeb8578___Com.G_TgS_FL 8007.JPG,Tomato__Target_Spot,1
018ffd645e6fd9f78758d462a62ab56a,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\b4cfa208-cee0-4383-b0e2-6988814fbb9a___RS_Erly.B 7645.JPG,Tomato_Early_blight,1
0193747879e4b45055010126ab61f916,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\d368153c-6779-4a7e-a82d-9ae10dd36bb2___RS_Erly.B 7678.JPG,Tomato_Early_blight,1
019a0880a34745e8dc336b4240dd67ac,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\3ae3232f-14a1-44f4-8215-2cd9b391d271___Com.G_TgS_FL 9775.JPG,Tomato__Target_Spot,1
019b5fa2c437f882742dcc1f81cd1a77,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\689b643a-89fa-4a7f-93a3-edd9d2d5ac6a___Matt.S_CG 2517.JPG,Tomato_Septoria_leaf_spot,1
019bc02061aa96bd1f28a6f720fc886b,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4361805d-f37f-41e3-8341-a2a76fb22bc4___UF.GRC_YLCV_Lab 01385.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
01a122cbb3a772ee287ac70b14316b35,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\9dfa9d89-0a19-4e22-81c1-07c54a21f982___RS_HL 9768.JPG,Tomato_healthy,1
01a19bec0cb0d8d53777f9858a320a78,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\433512ff-df52-4836-bca2-ae6848c6f612___YLCV_NREC 2743.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
01a3ddfc27577e748aaf4dd86178cc6a,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,Tomato_Early_blight,1
01a5b4539addef474bc945180e17a18f,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\af1c1bf4-43b5-47ff-aade-ebd32635f77a___Crnl_L.Mold 7045.JPG,Tomato_Leaf_Mold,1
01a80e16966633fdacfd3860dd769994,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\777d71b0-d3ec-4eb1-a141-b3bf9df3e515___GCREC_Bact.Sp 3111.JPG,Tomato_Bacterial_spot,1
01a86242fb5a603a61e2a7cfe7d05077,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\b39d9edd-bcee-456c-b078-e3e286171114___GCREC_Bact.Sp 3656.JPG,Tomato_Bacterial_spot,1
01aae6565f75214346062470194ba948,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\35be5750-5e23-472f-bfc1-2cb27687722d___Com.G_SpM_FL 1779.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
01ae34eae668937f45ea40f2132dc025,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\9a1152b9-1550-48f3-afd6-4e5cc587807a___Com.G_SpM_FL 1639.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
01ae7c01ebcb466250b308c493318d38,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\c04a8a0a-2ab7-4494-9fa3-88aea29338d8___RS_HL 0015.JPG,Tomato_healthy,1
01b3ee770579d5060118ee5dcc8b653d,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\3b0f2e65-0005-4b3a-b63c-4ec99b3b92e5___RS_Erly.B 8227.JPG,Tomato_Early_blight,1
01b957b6d01ba0d11048776656d9481b,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\59f2bb8e-e7a1-42b6-8613-f3d4bc11253a___RS_Late.B 6605.JPG,Tomato_Late_blight,1
01b982c86b37699df5a2a09773de48bc,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\228ee04a-62e3-4fad-a457-62eb8b1472ee___UF.GRC_BS_Lab Leaf 0436.JPG,Tomato_Bacterial_spot,1
01baabb28f28971f864f2dcddd17ee05,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\56821d0b-8d8c-47ed-9754-3c16c9c97cb8___GH_HL Leaf 286.JPG,Tomato_healthy,1
01bbead19a846101058d645402103189,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\f7a198ea-1064-41ab-be9c-f0bab081a128___Crnl_L.Mold 6918.JPG,Tomato_Leaf_Mold,1
01c20a90c721fb1b3bea1e7ffe3639f9,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\6681f454-b2c1-4209-9a2f-f09b4aeace5d___Com.G_TgS_FL 0006.JPG,Tomato__Target_Spot,1
01c4112931fad001101749b6df513e50,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\6d223371-fa3d-496d-a583-cb521b7c203d___GCREC_Bact.Sp 3540.JPG,Tomato_Bacterial_spot,1
01c57d4c2b90cb521b89b1d3b2a23850,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\42bc64dd-b367-4cc0-b5df-689c1e86705d___RS_Late.B 4906.JPG,Tomato_Late_blight,1
01c8baba024e881ca15debafb7feb028,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\f570a366-2bfa-4619-b22c-f872abcc6d81___Com.G_SpM_FL 8566.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
01c93484517f7a27604ac5f27a83c1b1,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\3c2f237b-3e91-455f-8064-428b308bc575___RS_Late.B 5291.JPG,Tomato_Late_blight,1
