image_id,relative_path,class,md5_hash,phash
PV_76730a299a5e796e,Tomato_Bacterial_spot/0296e043-c805-47e4-bce5-b2326048ac67___GCREC_Bact.Sp 5680.JPG,Tomato_Bacterial_spot,76730a299a5e796eb67405a1dc343841,aa96904ac36dcfb4
PV_2e5e6acf3e8d6f4e,Tomato_Bacterial_spot/02a0f70a-9e27-420e-93ff-6ed8105f41c1___GCREC_Bact.Sp 3570.JPG,Tomato_Bacterial_spot,2e5e6acf3e8d6f4efeb17ce1e4f5adf6,fb41850fc03cc7f2
PV_fac004ebf1f9b9f9,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841.JPG,Tomato_Bacterial_spot,fac004ebf1f9b9f979f8bd28ab16a588,afb4d45ac309ca39
PV_c5aa3bf205322c8e,Tomato_Bacterial_spot/02fd4e60-db82-441c-87f6-08de768a4462___GCREC_Bact.Sp 5547.JPG,Tomato_Bacterial_spot,c5aa3bf205322c8e85c7da2931345873,aeb4c2cf8d9cc81c
PV_f732d08546a5e96b,Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650.JPG,Tomato_Bacterial_spot,f732d08546a5e96b2959a2c8ab8ec04c,efe4c11fd4389131
PV_60daa8f01e532fce,Tomato_Bacterial_spot/034caf25-29c3-4be2-a725-d2866ce6f548___GCREC_Bact.Sp 3575.JPG,Tomato_Bacterial_spot,60daa8f01e532fceb02464712c772472,ffe9e017056a8e48
PV_d7e54570719053eb,Tomato_Bacterial_spot/03707c27-7f95-4f19-a173-1c0c74653fdf___GCREC_Bact.Sp 3046.JPG,Tomato_Bacterial_spot,d7e54570719053eb389c1e0c7c15f4c3,ade5961a863bc8f0
PV_e50ad8bf0c97959a,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801.JPG,Tomato_Bacterial_spot,e50ad8bf0c97959afb2cd36841ddc011,ec31c51b92699f64
PV_e4bb4ec4abcc4fb6,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995.JPG,Tomato_Bacterial_spot,e4bb4ec4abcc4fb6ee109a2c969826a1,a9e6d64a983fc0b4
PV_2ea42f94ca8a55bd,Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943___GCREC_Bact.Sp 6325.JPG,Tomato_Bacterial_spot,2ea42f94ca8a55bd1a64fb70680e926b,ab44f00ed26e966e
PV_68452fd84cc40dbf,Tomato_Bacterial_spot/03ca5883-e9d6-4f88-81d8-90176fcc5413___GCREC_Bact.Sp 3013.JPG,Tomato_Bacterial_spot,68452fd84cc40dbf05bc465d4047a8db,ffc0a017873cca3c
PV_8fc647dbc26d32c4,Tomato_Bacterial_spot/03e6cea1-1c09-420a-a22e-2c29844004d1___GCREC_Bact.Sp 3076.JPG,Tomato_Bacterial_spot,8fc647dbc26d32c4b00efd01c96d9d8c,bc70934bd30fc334
PV_2bd909b94d363c87,Tomato_Bacterial_spot/04210e47-ad95-4648-8f1e-dc183581157c___UF.GRC_BS_Lab Leaf 0320.JPG,Tomato_Bacterial_spot,2bd909b94d363c87bb25a7c1605ea436,bbe4650bd61930c7
PV_cbf7eb4c4b136909,Tomato_Bacterial_spot/045e9a8d-bed0-4700-8d27-7f8d0735223e___GCREC_Bact.Sp 3848.JPG,Tomato_Bacterial_spot,cbf7eb4c4b1369090c366d09a1264912,aa5db502974e9c3c
PV_448836269b926d6e,Tomato_Bacterial_spot/0493c0e5-27e3-41d6-81f0-7830cef39080___UF.GRC_BS_Lab Leaf 8615.JPG,Tomato_Bacterial_spot,448836269b926d6eecbdc95c256ba8f2,db892516962a3af5
PV_668b2cc652eb4fce,Tomato_Bacterial_spot/04da1f61-623b-4878-86ed-3ea24723b515___GCREC_Bact.Sp 5700.JPG,Tomato_Bacterial_spot,668b2cc652eb4fce3dc68f2a82f3a2a5,abb2940bc96dda25
PV_3a0d55d36488d7e8,Tomato_Bacterial_spot/04ee9562-c932-46ef-8e31-da20d4e2e740___GCREC_Bact.Sp 6121.JPG,Tomato_Bacterial_spot,3a0d55d36488d7e861bdd8db3376e4d9,fe25f447825e811e
PV_eaf6318a0105081f,Tomato_Bacterial_spot/04fcd6e4-a96e-49ba-b67a-32b88337b505___GCREC_Bact.Sp 3689.JPG,Tomato_Bacterial_spot,eaf6318a0105081f52b85b385bf0fed2,a1dcff30f002c727
PV_e45fe46051d3c727,Tomato_Bacterial_spot/051beef3-8c72-4fd8-9dd4-8fececd41a35___GCREC_Bact.Sp 5989.JPG,Tomato_Bacterial_spot,e45fe46051d3c727f89f24a8010f89c8,bf34d02a83619fe1
PV_64b927d2bc476c10,Tomato_Bacterial_spot/0524de69-51ec-4794-a955-04a8e0c5656c___GCREC_Bact.Sp 3695.JPG,Tomato_Bacterial_spot,64b927d2bc476c10aeff346f7e4c3370,ef6690131fdc9813
PV_0756e28fb74f3ca9,Tomato_Bacterial_spot/0542f446-f9d7-4173-ab07-f41125b21dc7___GCREC_Bact.Sp 3074.JPG,Tomato_Bacterial_spot,0756e28fb74f3ca968df0fe9e6bcd054,eee4841ed09ad99c
PV_5c29c6d46e951160,Tomato_Bacterial_spot/05530c50-5cb9-484f-91d0-82c9df7689d5___GCREC_Bact.Sp 6051.JPG,Tomato_Bacterial_spot,5c29c6d46e9511606f4751387fadf328,e9b1969fca980dc8
PV_5c1f79a1dbb42217,Tomato_Bacterial_spot/05777829-6912-44bb-bcef-901bc5190584___GCREC_Bact.Sp 6150.JPG,Tomato_Bacterial_spot,5c1f79a1dbb42217f172d84e3f5810f3,fa85c51cc79c58b2
PV_3401d66343888188,Tomato_Bacterial_spot/05796aef-4298-48b1-ac04-e3ba020cb8b8___GCREC_Bact.Sp 3650.JPG,Tomato_Bacterial_spot,3401d6634388818834ba60575cf42d3d,fee03133f083d40f
PV_25e60144a3f5545b,Tomato_Bacterial_spot/057e3333-e63f-4259-888e-12869cc457c7___GCREC_Bact.Sp 3317.JPG,Tomato_Bacterial_spot,25e60144a3f5545b7bf60715d2c60550,fca2c2178f789d48
PV_6e0628830aac67fa,Tomato_Bacterial_spot/05fc994d-7781-4dc5-a15c-b359f6c681a6___GCREC_Bact.Sp 6304.JPG,Tomato_Bacterial_spot,6e0628830aac67fa743700129b700e79,bf178438d23d8378
PV_2c7dd7e8e5c38223,Tomato_Bacterial_spot/062e43fa-d640-4e2a-b57f-6d819632235f___UF.GRC_BS_Lab Leaf 8853.JPG,Tomato_Bacterial_spot,2c7dd7e8e5c382237e4c2f578e9d46b4,8bdd38c1667626e2
PV_71c4689f47755b5d,Tomato_Bacterial_spot/06ac210d-bdb1-4224-9053-c218cb14fa60___GCREC_Bact.Sp 3220.JPG,Tomato_Bacterial_spot,71c4689f47755b5df484c38caed98c4d,ba64910bcb2dcc76
PV_59dd428b780989b5,Tomato_Bacterial_spot/06c56818-dc01-4603-b93c-1be193f95178___GCREC_Bact.Sp 5831.JPG,Tomato_Bacterial_spot,59dd428b780989b5b1ebd05c0ffe1f57,e8e3811f96c89f38
PV_bbdaaa9ef1d9c87b,Tomato_Bacterial_spot/06d98f32-c416-4a79-81df-8e64f8bb7779___GCREC_Bact.Sp 3083.JPG,Tomato_Bacterial_spot,bbdaaa9ef1d9c87b408a3868fefbddd6,ab07d60fda2449b9
PV_bb1b0cc7757c144f,Tomato_Bacterial_spot/06d99389-13fd-4fd1-8734-eb82ea657ce3___UF.GRC_BS_Lab Leaf 8896.JPG,Tomato_Bacterial_spot,bb1b0cc7757c144fa801f9afe5529159,9a8d6d92926b954d
PV_f3e4504c47750522,Tomato_Bacterial_spot/06f23987-e01b-40dc-98ef-a5b33e86bc90___UF.GRC_BS_Lab Leaf 0308.JPG,Tomato_Bacterial_spot,f3e4504c47750522a4f807ac7f4afcab,a4c1db9e66887365
PV_bbb272d7dc5b5fe8,Tomato_Bacterial_spot/070228e2-ba4e-4de8-813b-074e51ed6f5a___UF.GRC_BS_Lab Leaf 0661.JPG,Tomato_Bacterial_spot,bbb272d7dc5b5fe8ce159c0a660ce650,ef8c13d20c719e53
PV_a4690d74002e5c5c,Tomato_Bacterial_spot/07238109-52ed-4369-b16c-6f5844858b81___UF.GRC_BS_Lab Leaf 0447.JPG,Tomato_Bacterial_spot,a4690d74002e5c5c9fe25606509f3ae7,fb9304855b5a3ce1
PV_d1d0020c0e20c8e0,Tomato_Bacterial_spot/07246956-b38c-4d28-acec-85d032ba989e___UF.GRC_BS_Lab Leaf 0278.JPG,Tomato_Bacterial_spot,d1d0020c0e20c8e0308e11be3b778955,a9d5628e8e93d839
PV_ab957a31a030a400,Tomato_Bacterial_spot/072f9c7d-c296-49d9-a432-6ec9448cab2a___GCREC_Bact.Sp 3558.JPG,Tomato_Bacterial_spot,ab957a31a030a4002e01fae9de09079a,fc60c14fc23fc338
PV_23967f1ea8df968c,Tomato_Bacterial_spot/0740bf94-09c3-4718-8375-6ceed7db97a3___GCREC_Bact.Sp 3628.JPG,Tomato_Bacterial_spot,23967f1ea8df968c0d24f7a815daa1dd,efe096965ab13905
PV_4b504b8a15ce3a4e,Tomato_Bacterial_spot/07458546-6893-49c8-b94f-edde706b19fa___GCREC_Bact.Sp 3835.JPG,Tomato_Bacterial_spot,4b504b8a15ce3a4e7badfc71ad67207d,aea5c0d6962b9b52
PV_478f0f32cbebd472,Tomato_Bacterial_spot/0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,Tomato_Bacterial_spot,478f0f32cbebd4724cefbecd484a5c31,fdb4c0938b4b906d
PV_452675ab8981343a,Tomato_Bacterial_spot/075caa8d-0748-441c-a365-754b43a5b538___GCREC_Bact.Sp 5625.JPG,Tomato_Bacterial_spot,452675ab8981343a5e2b83a10a324d80,be35c04bc368974e
PV_68ec173d3a56f34a,Tomato_Bacterial_spot/076ef17d-dfd3-4dbc-a351-a14eff1aecdb___UF.GRC_BS_Lab Leaf 8980.JPG,Tomato_Bacterial_spot,68ec173d3a56f34adb18a5a25f1c9d66,d28e2da916e51bd2
PV_92f36745ddb80049,Tomato_Bacterial_spot/07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878.JPG,Tomato_Bacterial_spot,92f36745ddb80049f4e97a4099725075,ef1de04291e2b54b
PV_ec9198af74ba2683,Tomato_Bacterial_spot/07de82e1-7258-4c8d-a595-cb2334f02fb4___UF.GRC_BS_Lab Leaf 0418.JPG,Tomato_Bacterial_spot,ec9198af74ba26836638ec0e89335897,f9c00499e6e79876
PV_42f458c5669700a7,Tomato_Bacterial_spot/07f5c629-92da-49ad-b132-6268199882f8___GCREC_Bact.Sp 3362.JPG,Tomato_Bacterial_spot,42f458c5669700a744568c3bb98ae6e8,b8c1834ed40fd8bd
PV_05f0bc735bd801f1,Tomato_Bacterial_spot/0809f630-10f6-48b4-9aa2-6c08852aa83a___GCREC_Bact.Sp 5626.JPG,Tomato_Bacterial_spot,05f0bc735bd801f177953eb4c0a61b54,ffb0c147c30e8d4c
PV_5290fc2eee58bd3e,Tomato_Bacterial_spot/083959e5-833b-4c10-9215-0b0aca81c8ca___UF.GRC_BS_Lab Leaf 0297.JPG,Tomato_Bacterial_spot,5290fc2eee58bd3ece8fff0aec01a290,f98507d81ccb4bd4
PV_e148a414deab5dc2,Tomato_Bacterial_spot/086880d1-73c4-40d3-99ea-d446c2299692___GCREC_Bact.Sp 3333.JPG,Tomato_Bacterial_spot,e148a414deab5dc2f58d03574410c1ac,eae1c15e9cb89aa1
PV_9d58280619087bc1,Tomato_Bacterial_spot/086dd5ed-279a-458b-aa4a-1484305ac21c___UF.GRC_BS_Lab Leaf 8835.JPG,Tomato_Bacterial_spot,9d58280619087bc133111795f5d25b54,9a0d6536a672d333
PV_e03bf57fc32fe737,Tomato_Bacterial_spot/087cec29-0b94-4fd0-9c29-92f50cc8155f___UF.GRC_BS_Lab Leaf 0289.JPG,Tomato_Bacterial_spot,e03bf57fc32fe737d57010825844b405,e89647b918a5699e
PV_87be63b919ed37df,Tomato_Bacterial_spot/088a515b-7dd2-469a-b921-6a7de9edb7db___GCREC_Bact.Sp 3365.JPG,Tomato_Bacterial_spot,87be63b919ed37df3d209b12486056cd,fbc0851fc01f96f0
PV_452f7df3a65b3e37,Tomato_Bacterial_spot/0893cbc5-7c6f-4ed2-863a-78f0bdb31ba0___GCREC_Bact.Sp 6174.JPG,Tomato_Bacterial_spot,452f7df3a65b3e37fd120e3377bbc263,f963861fd0388f38
PV_caa1fc1f8d11b0cc,Tomato_Bacterial_spot/08a25478-76ed-4e4c-8ad0-bc7322f050b0___GCREC_Bact.Sp 3028.JPG,Tomato_Bacterial_spot,caa1fc1f8d11b0ccf598d07771263ab9,fa61c03b87788ef0
PV_b697f57e569bac89,Tomato_Bacterial_spot/08b479e4-0063-41e5-b85d-279b9aedd38f___UF.GRC_BS_Lab Leaf 0485.JPG,Tomato_Bacterial_spot,b697f57e569bac89a3d44f7a845917d3,ecf3878e1390c92b
PV_e6f07db95f12fc76,Tomato_Bacterial_spot/08fd8d64-fdb3-49bb-93d9-6635ced701d4___UF.GRC_BS_Lab Leaf 0272.JPG,Tomato_Bacterial_spot,e6f07db95f12fc76e93da66c87325fbe,abdc3283c7f14c83
PV_b1c1b4d47cd6907c,Tomato_Bacterial_spot/090e981e-4e75-48db-806d-c28c970f3c9a___UF.GRC_BS_Lab Leaf 9256.JPG,Tomato_Bacterial_spot,b1c1b4d47cd6907cb3de20900bbea5b6,8fdbf461f034621c
PV_aec1dfc53881a4bb,Tomato_Bacterial_spot/09442ca2-e279-4937-8ba0-faa85901f199___GCREC_Bact.Sp 5643.JPG,Tomato_Bacterial_spot,aec1dfc53881a4bbdf8791a48cecdea5,eac7951cd1929a33
PV_6fba0e5b37756454,Tomato_Bacterial_spot/095f2dd4-7e65-44ab-a867-c5d9634ec532___GCREC_Bact.Sp 3801.JPG,Tomato_Bacterial_spot,6fba0e5b37756454b195cb6e9c487f13,fec1d38ec6b0890e
PV_1763a8d1a82716d1,Tomato_Bacterial_spot/096c159e-7f45-404c-ba64-eecc7941ce23___GCREC_Bact.Sp 5675.JPG,Tomato_Bacterial_spot,1763a8d1a82716d1001ba7c660fa3313,bbe0958f9a1ed818
PV_9ea599308c688b1f,Tomato_Bacterial_spot/098b62a4-f92b-4c0d-9ab9-a6061a9d1625___GCREC_Bact.Sp 2955.JPG,Tomato_Bacterial_spot,9ea599308c688b1f7ee83c22fe1074fe,a967d0c6cac38c9b
PV_b699a9690ece0352,Tomato_Bacterial_spot/09c1a12a-ad44-4522-9755-851d6a042f02___GCREC_Bact.Sp 5585.JPG,Tomato_Bacterial_spot,b699a9690ece0352d823ea39b8e075ae,f81791528768ce2f
PV_cdd311a9c603fe69,Tomato_Bacterial_spot/09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,Tomato_Bacterial_spot,cdd311a9c603fe698efb42b180b2bcaf,abb374849397839a
PV_11015d17c864f05e,Tomato_Bacterial_spot/0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,Tomato_Bacterial_spot,11015d17c864f05efd0112c3cedb0318,abb191839bcacc8d
PV_6b63b2624447514a,Tomato_Bacterial_spot/0a22f50a-5f25-4cf6-816b-76cae94b7f30___GCREC_Bact.Sp 6103.JPG,Tomato_Bacterial_spot,6b63b2624447514aafc3481eda55a8bb,fae3954e9a8899a8
PV_c370596d6f0e7077,Tomato_Bacterial_spot/0a64655c-4052-4e5f-a696-2a6cf25d10c9___GCREC_Bact.Sp 6017.JPG,Tomato_Bacterial_spot,c370596d6f0e7077a61a7bf8c289d1f6,af44e00f857ccd78
PV_776b40a67a7530df,Tomato_Bacterial_spot/0a6d40e4-75d6-4659-8bc1-22f47cdb2ca8___GCREC_Bact.Sp 6247.JPG,Tomato_Bacterial_spot,776b40a67a7530dffce1884b6b182406,bf70d269854ccf24
PV_aaadb6280196f4ec,Tomato_Bacterial_spot/0aa1c431-682b-4a6e-af5f-2a7081ea2e97___GCREC_Bact.Sp 3622.JPG,Tomato_Bacterial_spot,aaadb6280196f4ecb9b26a4caf2eec0a,ed24f00bcc5f81f8
PV_07c448253d7c45cd,Tomato_Bacterial_spot/0ab41c2e-c6fc-4ef1-9ffb-ce1b241d32be___GCREC_Bact.Sp 3426.JPG,Tomato_Bacterial_spot,07c448253d7c45cde3d074c447c108cf,acb0c093dbd349c7
PV_5c2f3fa8976f5519,Tomato_Bacterial_spot/0ab54691-ba9f-4c1f-a69b-ec0501df4401___GCREC_Bact.Sp 3170.JPG,Tomato_Bacterial_spot,5c2f3fa8976f5519f4ad93c39555e6ec,bef0c44ace39ccb0
PV_cb8e39ce2cd224c6,Tomato_Bacterial_spot/0ab9c705-f29e-45ac-b786-9549b3c38f16___GCREC_Bact.Sp 3223.JPG,Tomato_Bacterial_spot,cb8e39ce2cd224c6b73d0d58ebeb72b4,bae4954ac31dcb98
PV_297152de6a81da6a,Tomato_Bacterial_spot/0ac8c80f-6d67-46ee-b662-8265d9df9183___GCREC_Bact.Sp 6115.JPG,Tomato_Bacterial_spot,297152de6a81da6a54a09da5defa48ea,adb2d04bcb2d4aa5
PV_f3af0e55314c2638,Tomato_Bacterial_spot/0ad66523-0fca-464d-a6e9-ca2d629e8058___GCREC_Bact.Sp 5945.JPG,Tomato_Bacterial_spot,f3af0e55314c2638be8cbfac2b52f378,ec70904bd32dd23d
PV_aa96dc7422035b14,Tomato_Bacterial_spot/0ad88d7a-c14a-4ac9-8520-c11a0ade3a8f___UF.GRC_BS_Lab Leaf 0996.JPG,Tomato_Bacterial_spot,aa96dc7422035b14d38648e7f9d2c862,feb0c05b8d6d1ce0
PV_4fa8cb2bb5c9eb49,Tomato_Bacterial_spot/0afe3bbd-b18b-4c70-8fbd-072844e742a2___GCREC_Bact.Sp 3434.JPG,Tomato_Bacterial_spot,4fa8cb2bb5c9eb491dad5dc605a00954,beb4d0d8c14dc86e
PV_be5fc948a62081c5,Tomato_Bacterial_spot/0b13b997-9957-4029-b2a4-ef4a046eb088___UF.GRC_BS_Lab Leaf 0595.JPG,Tomato_Bacterial_spot,be5fc948a62081c574da5d585da920af,9cdeb069c3e4c992
PV_fdadbbb1bd9ec77e,Tomato_Bacterial_spot/0b233197-cd35-4031-80c2-610e7e3a046b___GCREC_Bact.Sp 6095.JPG,Tomato_Bacterial_spot,fdadbbb1bd9ec77e33475e9b95c4b5d1,eae5851cd01b93e3
PV_a8b23d59afbad0d9,Tomato_Bacterial_spot/0b37769a-a451-4507-a236-f46348e3a9ac___GCREC_Bact.Sp 3265.JPG,Tomato_Bacterial_spot,a8b23d59afbad0d91f33d492b5bd5b80,eac8871fd43993d0
PV_a3c78d57e256888b,Tomato_Bacterial_spot/0bd31a6a-b084-48c0-b379-3062bde11162___GCREC_Bact.Sp 2974.JPG,Tomato_Bacterial_spot,a3c78d57e256888b149380d4079a4429,baf1c15acf2dc830
PV_45263dba9b764e91,Tomato_Bacterial_spot/0c09c121-e945-4b7e-acbf-dff4e0d01acb___GCREC_Bact.Sp 3379.JPG,Tomato_Bacterial_spot,45263dba9b764e91fc3cba0e326889b8,ab81944ec33d5abc
PV_853583ee017d25d4,Tomato_Bacterial_spot/0c2ee2f1-e725-4031-96ea-57e3b8b626b3___GCREC_Bact.Sp 5645.JPG,Tomato_Bacterial_spot,853583ee017d25d4e456739e648739e9,fa60850fd67e4664
PV_8685f947cd810c62,Tomato_Bacterial_spot/0c32d6d5-bf5b-4904-8108-d7a901f2cb6b___UF.GRC_BS_Lab Leaf 8662.JPG,Tomato_Bacterial_spot,8685f947cd810c62e0967042fb65985e,cb3b25c53c86313e
PV_7774cd2b9cf23f10,Tomato_Bacterial_spot/0c5eb8e4-e0fb-424a-8873-e43f9a6121ef___GCREC_Bact.Sp 6281.JPG,Tomato_Bacterial_spot,7774cd2b9cf23f104c1fc1cccac04f4a,ffa09417c2599d58
PV_183bbe521ad8680e,Tomato_Bacterial_spot/0c883752-3334-4615-841d-287d58ecf60d___GCREC_Bact.Sp 6119.JPG,Tomato_Bacterial_spot,183bbe521ad8680ebd130c97ff4b1cd4,feb1904b9b6c944c
PV_4c2504055082b340,Tomato_Bacterial_spot/0c9b7dd9-a0c7-4b6e-bb4d-b2e3cab833d0___GCREC_Bact.Sp 6081.JPG,Tomato_Bacterial_spot,4c2504055082b340eeb0478725b0213a,be91c44b866cda1d
PV_9f1ea9cff96dc680,Tomato_Bacterial_spot/0cbaca0d-e422-438f-89df-344b493888b8___GCREC_Bact.Sp 5832.JPG,Tomato_Bacterial_spot,9f1ea9cff96dc6803a6787413239b526,abb4d04bc5cd8d4a
PV_944d2de4990281e6,Tomato_Bacterial_spot/0cc3364e-3f2a-42b2-aefe-5af03dad2966___GCREC_Bact.Sp 5580.JPG,Tomato_Bacterial_spot,944d2de4990281e6764858ca4fc51aa8,be92c109cb27966d
PV_a6437b12ff912d31,Tomato_Bacterial_spot/0ce4dee0-2d0c-4c25-a9b2-4abc5f9083db___GCREC_Bact.Sp 3708.JPG,Tomato_Bacterial_spot,a6437b12ff912d318b96ee80683987e2,b6a4c8d9c31bb139
PV_8371e21c374c417b,Tomato_Bacterial_spot/0d227915-443b-402c-8a25-cc43434c4bb0___GCREC_Bact.Sp 5913.JPG,Tomato_Bacterial_spot,8371e21c374c417b44b9958501cf2145,ade4d40e92799a39
PV_22c6661a900c3d2d,Tomato_Bacterial_spot/0d56df83-84fb-4189-a5d2-3a6da18a224d___UF.GRC_BS_Lab Leaf 9029.JPG,Tomato_Bacterial_spot,22c6661a900c3d2d6d928e9a203260df,8ff0308763de8639
PV_142f698c6400cd97,Tomato_Bacterial_spot/0d922399-7ba5-4d12-b84e-bb4b966c58ae___GCREC_Bact.Sp 6307.JPG,Tomato_Bacterial_spot,142f698c6400cd9713c36f4a1098a989,a69bd9e0c14b96a5
PV_78c71b6d146843a4,Tomato_Bacterial_spot/0da838ea-fd8c-43c0-a437-4aba96234262___UF.GRC_BS_Lab Leaf 8770.JPG,Tomato_Bacterial_spot,78c71b6d146843a48f90c2298b510a7d,d829e9f2246ec66c
PV_f0303be951180098,Tomato_Bacterial_spot/0db0e663-b580-45b3-bd20-bc8a7f3d8b34___GCREC_Bact.Sp 6189.JPG,Tomato_Bacterial_spot,f0303be9511800989c88f06ee5db6b52,ea3e85f0bca0e0c7
PV_7494a82471d0f814,Tomato_Bacterial_spot/0de30b71-8bd0-4270-a65b-7ae8befdd765___GCREC_Bact.Sp 6360.JPG,Tomato_Bacterial_spot,7494a82471d0f814d7fd3619d349d2f4,ee11e07a87615a67
PV_9608b53b37e9f2bd,Tomato_Bacterial_spot/0e16b13c-0308-4199-a823-c6c2ab944023___GCREC_Bact.Sp 3068.JPG,Tomato_Bacterial_spot,9608b53b37e9f2bdb26d381776ed078a,fc24915ac33b9761
PV_27de588ce7443a56,Tomato_Bacterial_spot/0e3ded7b-0b9e-4c11-9db7-38eba7e0bdb2___GCREC_Bact.Sp 3598.JPG,Tomato_Bacterial_spot,27de588ce7443a560b01f85658770345,af35d04ce23be138
PV_0cc4f803ed8c47e4,Tomato_Bacterial_spot/0e591ff9-a58f-4748-ac0f-984233f441af___GCREC_Bact.Sp 3292.JPG,Tomato_Bacterial_spot,0cc4f803ed8c47e41f78f132d581b1fe,f946835e9c681be1
PV_4e17e52e6aabc0ba,Tomato_Bacterial_spot/0e94696b-3e0d-4d4c-a712-01197e228cf1___UF.GRC_BS_Lab Leaf 8641.JPG,Tomato_Bacterial_spot,4e17e52e6aabc0ba07ffcb47aed789c6,d62e2bf8b4c70986
