xai_case_id,domain,dataset,sample_id,image_path,image_sha256,true_class_index,true_class_name,predicted_class_index,predicted_class_name,correct,selection_roles,locked_confidence,replayed_confidence,confidence_abs_diff,primary_target_index,primary_cam_degenerate,primary_gradient_l1_mean,primary_gradient_max_abs,primary_cam_mean,primary_cam_std,primary_cam_area_ge_050,primary_cam_area_ge_075,primary_cam_spatial_entropy,primary_cam_peak_x_norm,primary_cam_peak_y_norm,secondary_true_cam_generated,secondary_target_index,secondary_cam_degenerate,secondary_gradient_l1_mean,secondary_gradient_max_abs,secondary_cam_mean,secondary_cam_area_ge_050,secondary_cam_spatial_entropy,case_directory
XAI_011,internal,PlantVillage,PV_TEST_01023,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\7cf8bfef-e8d7-406b-b27c-e5e545096545___JR_Sept.L.S 8427.JPG,130e009889113c67046fe518a0d575cd88bed509ee0208be12eb75ba2d53b2db,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,True,internal_relative_lowest_confidence,0.7891365749756621,0.7892035841941833,6.700921852120789e-05,4,False,0.001264672027900815,0.007227079477161169,0.13050871638595127,0.15219824733305673,0.028300382653061226,0.010841836734693877,0.9410580914234086,0.7892376681614349,0.0,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_011
XAI_012,internal,PlantVillage,PV_TEST_01111,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\caa74798-7dab-43f3-8ed0-f53d79cb31db___JR_Sept.L.S 8397.JPG,71f89a877515adf26b5fd395b3458b96dbb007efa280e856a2267d289d4656b5,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,True,internal_relative_lowest_confidence,0.9092378587972696,0.9092369079589844,9.508382852185804e-07,4,False,0.001115844352170825,0.005283205769956112,0.1373286740601778,0.20846851249573184,0.09476642219387756,0.02166374362244898,0.9103199463374773,0.7892376681614349,0.21076233183856502,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_012
XAI_013,external,PlantDoc,PD_EXT_0015,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Early_blight_leaf\test_Tomato Early blight leaf_6.jpg,98d52f733e1e23c5f5059f3ce57c762a1e0fc26028abf8750105d0250c29f670,1,Tomato_Early_blight,1,Tomato_Early_blight,True,external_representative_correct,0.9999974966049194,0.9999974966049194,0.0,1,False,0.0006363103748299181,0.0031089724507182837,0.13865869633442784,0.2198456681360869,0.09510522959183673,0.045778858418367346,0.918845729199258,0.3542600896860987,0.0,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_013
XAI_014,external,PlantDoc,PD_EXT_0026,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_7.jpg,f77f5a7245b8a2ff0e3640693e679ac52b036ab639bbfef405d7de4ed4768536,2,Tomato_Late_blight,2,Tomato_Late_blight,True,external_representative_correct,0.9999902248382568,0.9999902248382568,0.0,2,False,0.0010198598029091954,0.004652142524719238,0.05838056223331393,0.11815100123658517,0.018853635204081634,0.0038863201530612247,0.8891822205160803,0.4977578475336323,0.6412556053811659,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_014
XAI_015,external,PlantDoc,PD_EXT_0030,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_2.jpg,038898eee33130b1e02ecee95413923d4c51b9f81bd0277c29381a479bf53f2c,3,Tomato_Leaf_Mold,3,Tomato_Leaf_Mold,True,external_representative_correct,0.9955716133117676,0.9955724477767944,8.344650268554688e-07,3,False,0.0011295407311990857,0.011310657486319542,0.16532352296511066,0.24567798098718918,0.1358219068877551,0.0431281887755102,0.9074949067872843,0.6412556053811659,0.3542600896860987,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_015
XAI_016,external,PlantDoc,PD_EXT_0042,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_5.jpg,7ed449219a867cb8b5f6fa13d5d025d450101fcb84376378d4e583a317950427,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,True,external_representative_correct,0.9999881982803344,0.9999881982803345,1.1102230246251565e-16,4,False,0.0009282313985750079,0.004633546806871891,0.22573218341403797,0.27678601083403664,0.19365832270408162,0.07631138392857142,0.9291077611956529,0.6412556053811659,0.6412556053811659,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_016
XAI_017,external,PlantDoc,PD_EXT_0056,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_4_1.jpg,77db756978b28277804b99ae9041710396f1c84804121bf555bc659b19c44325,7,Tomato__Tomato_YellowLeaf__Curl_Virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,True,external_representative_correct,0.9883350133895874,0.9883370995521545,2.086162567138672e-06,7,False,0.0015959053998813033,0.009239593520760536,0.17922282607600612,0.24213776251425026,0.16376355229591838,0.02210220025510204,0.9157418610122099,0.3542600896860987,0.7847533632286996,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_017
XAI_018,external,PlantDoc,PD_EXT_0079,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_8.jpg,66e581feb1714e0cfd3e2afdc8f90dcf0394b897886233aa515b7dea1390da1a,9,Tomato_healthy,9,Tomato_healthy,True,external_representative_correct,0.9221420288085938,0.9221426248550415,5.960464477539062e-07,9,False,0.0023305024951696396,0.012753412127494812,0.0946487675274433,0.16211015329364595,0.034099968112244895,0.01092155612244898,0.9057808767359846,0.0,0.0,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_018
XAI_019,external,PlantDoc,PD_EXT_0001,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_bacterial_spot\test_Tomato leaf bacterial spot_1.jpg,e23a29c94b58aac28e92f57f95eb6f53e99c874323cb2b90ebd327085721574e,0,Tomato_Bacterial_spot,4,Tomato_Septoria_leaf_spot,False,external_representative_incorrect,0.9995757937431335,0.9995759129524231,1.1920928955078125e-07,4,False,0.0009574812720529735,0.004506265744566917,0.1650400522175206,0.2375000025496893,0.12478077168367346,0.03609295280612245,0.9116082119288771,0.0,0.35874439461883406,True,0,False,0.0012304900446906686,0.00629695039242506,0.18620523942832665,0.08545918367346939,0.9457179429540735,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_019
XAI_020,external,PlantDoc,PD_EXT_0012,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Early_blight_leaf\test_Tomato Early blight leaf_3.jpg,55570c32bf51ea713ee2dc293078ce3008986ad281a8cce626fbb264e0b44679,1,Tomato_Early_blight,4,Tomato_Septoria_leaf_spot,False,external_representative_incorrect,0.997334361076355,0.997334361076355,0.0,4,False,0.0017855397891253233,0.007816874422132969,0.12521670908171562,0.22332804334104178,0.09923070790816327,0.03017378826530612,0.8860030987984936,0.4977578475336323,0.7847533632286996,True,1,False,0.001906376681290567,0.010654883459210396,0.16102804819368385,0.06560905612244898,0.9428932622715578,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_020
XAI_021,external,PlantDoc,PD_EXT_0023,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_4.jpg,69526a0f4413d8f8e786650a8264e460496e41e0a794747b8358c7d4074dfee6,2,Tomato_Late_blight,1,Tomato_Early_blight,False,external_representative_incorrect;external_high_confidence_incorrect,0.9999958276748656,0.9999958276748657,1.1102230246251565e-16,1,False,0.0009332828340120614,0.005176634062081575,0.11735682115283462,0.16239010471963872,0.04713408801020408,0.008888711734693877,0.9275272111860724,0.5022421524663677,0.4977578475336323,True,2,False,0.001322030439041555,0.005672520957887173,0.1107384986614067,0.04490194515306122,0.9081192604406422,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_021
XAI_022,external,PlantDoc,PD_EXT_0029,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_mold_leaf\test_Tomato mold leaf_1.jpg,bfdd82a0f88aab850f5f214c7104d42d4266c11400b47285563b18693b4aa9f8,3,Tomato_Leaf_Mold,1,Tomato_Early_blight,False,external_representative_incorrect,0.9889935851097108,0.9889883399009705,5.245208740345397e-06,1,False,0.0009684436954557896,0.0057165371254086494,0.17706559146223594,0.2618135469430251,0.15583147321428573,0.07099011479591837,0.9146737145160972,0.0,0.5022421524663677,True,3,False,0.0011554042575880885,0.00990890059620142,0.09911920751605977,0.024573501275510203,0.9217834614342053,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_022
XAI_023,external,PlantDoc,PD_EXT_0035,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_10.jpg,c80add2c370abf75ee50396e7dec72b686732c7474df5bbba02343ae504751c9,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,False,external_representative_incorrect,0.9999233484268188,0.9999233484268188,0.0,1,False,0.0009020398720167577,0.005551497917622328,0.15321707106411062,0.1991183138942322,0.06419403698979592,0.027762276785714284,0.9338976430547756,0.0,0.21076233183856502,True,4,False,0.0012681728694587946,0.0053627220913767815,0.08704979528464646,0.06915656887755102,0.8533462665715471,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_023
XAI_024,external,PlantDoc,PD_EXT_0047,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_1.jpg,9ac4376dfcbf51d037888a2183aa8984cf60ec0227fe82dcdd7b49275df6d38a,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,False,external_representative_incorrect,0.97798490524292,0.9779817461967468,3.1590461732067254e-06,2,False,0.001516939140856266,0.005954325199127197,0.12357817747240236,0.22053847841741622,0.10955436862244898,0.0233577806122449,0.8835341207696804,0.0,0.21524663677130046,True,7,False,0.0017367576947435737,0.009534822776913643,0.09998179295979526,0.027144451530612245,0.9191710502382855,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_024
XAI_025,external,PlantDoc,PD_EXT_0068,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_6.jpg,3be8d7001035234d99b56906f4b1d0d0037b22b785396889d3b9ce6eaa7d15cc,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,False,external_representative_incorrect,0.9331840872764589,0.9331712126731873,1.2874603271595397e-05,2,False,0.0017097871750593185,0.006897313054651022,0.06750301561478585,0.1533306296148416,0.03354193239795918,0.014309630102040817,0.8686848741430689,0.0,0.9327354260089686,True,8,False,0.0018421751447021961,0.02208671160042286,0.21325553028468391,0.10584741709183673,0.9564473957555173,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_025
XAI_026,external,PlantDoc,PD_EXT_0074,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_3.jpg,36d4cf67739d3d7b079eed20331535674781886f75abbf7f010999a45b00980f,9,Tomato_healthy,2,Tomato_Late_blight,False,external_representative_incorrect,0.9657007455825806,0.9656965136528015,4.231929779052734e-06,2,False,0.002298062900081277,0.009472550824284554,0.08408762776242083,0.19132380799876933,0.05855389030612245,0.03750797193877551,0.8712425488793325,0.9327354260089686,0.3542600896860987,True,9,False,0.002275819191709161,0.01234695315361023,0.20990858407407442,0.15304129464285715,0.9329627534533261,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_026
XAI_027,external,PlantDoc,PD_EXT_0010,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Early_blight_leaf\test_Tomato Early blight leaf_1.jpg,7571d72639461cc8de512dd2087c63cc1877322ae1954f7b4521756789c362c9,1,Tomato_Early_blight,1,Tomato_Early_blight,True,external_high_confidence_correct,0.999998927116394,0.999998927116394,0.0,1,False,0.0005505362641997635,0.0031444462947547436,0.1872231178487343,0.20172695267788107,0.10144292091836735,0.01225685586734694,0.9511592224303141,0.21524663677130046,0.21076233183856502,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_027
XAI_028,external,PlantDoc,PD_EXT_0013,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Early_blight_leaf\test_Tomato Early blight leaf_4.jpg,9650bd867d436b35710a6c8e5142baf3744910eee250372efe547f23d514980a,1,Tomato_Early_blight,1,Tomato_Early_blight,True,external_high_confidence_correct,0.9999988079071044,0.9999988079071045,1.1102230246251565e-16,1,False,0.0005895801587030292,0.003841666504740715,0.19172479717431704,0.18172132477928746,0.07148836096938775,0.008669483418367346,0.9568570597703623,0.6457399103139013,0.4977578475336323,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_028
XAI_029,external,PlantDoc,PD_EXT_0019,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_1.jpg,fd87cea75ee543ab40c76fb94cbc40e42d1c848e5f5dd7756e56f44d0367c734,2,Tomato_Late_blight,2,Tomato_Late_blight,True,external_high_confidence_correct,0.9999982118606568,0.9999982118606567,1.1102230246251565e-16,2,False,0.0004452912835404277,0.001969626173377037,0.15073993361177168,0.18062590849321875,0.06094547193877551,0.014010682397959183,0.9384085834001366,0.4977578475336323,0.35874439461883406,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_029
XAI_030,external,PlantDoc,PD_EXT_0028,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_9.jpg,0024d2b0e3bd578375ffb676d5c5a20c3f6d82d335f8758a215a539ac3a27ff6,2,Tomato_Late_blight,2,Tomato_Late_blight,True,external_high_confidence_correct,0.9999980926513672,0.9999980926513672,0.0,2,False,0.00042304882663302124,0.0018828304018825293,0.07818165512037578,0.1483211220372534,0.03282445790816327,0.009546396683673469,0.891080117840557,0.4977578475336323,0.5022421524663677,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_030
XAI_031,external,PlantDoc,PD_EXT_0046,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_9.jpg,2d87a16ce8325e687e246afc29a9b6468cddc7841d113ac7d4948b0fefee6197,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,True,external_high_confidence_correct,0.9999984502792358,0.9999984502792358,0.0,4,False,0.0007653445936739445,0.0038918177597224712,0.23146428758139026,0.29090497501921647,0.197265625,0.09263392857142858,0.9266750078450362,0.4977578475336323,0.3542600896860987,False,-1,False,,,,,,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_031
XAI_032,external,PlantDoc,PD_EXT_0011,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Early_blight_leaf\test_Tomato Early blight leaf_2.jpg,33051105a7999fd6346911a9de67485f5678af4af738076308b1edafada1bfe7,1,Tomato_Early_blight,2,Tomato_Late_blight,False,external_high_confidence_incorrect,0.9999966621398926,0.9999966621398926,0.0,2,False,0.0008052671910263598,0.0032920711673796177,0.07811099540725698,0.13756209249962487,0.02770248724489796,0.004544005102040816,0.895725977794418,0.6412556053811659,0.7892376681614349,True,1,False,0.001265495433472097,0.007021746132522821,0.07378643835265923,0.03561463647959184,0.8782908587892132,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_032
XAI_033,external,PlantDoc,PD_EXT_0020,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_late_blight\test_Tomato leaf late blight_10.jpg,3d2fdce4dd866c8db1a76996e0115dec623b25cfa90a98e8259d6fabc038b3d2,2,Tomato_Late_blight,3,Tomato_Leaf_Mold,False,external_high_confidence_incorrect,0.9999936819076538,0.9999936819076538,0.0,3,False,0.0009129419340752065,0.009476742707192898,0.09019169466781946,0.1547445281755747,0.03400031887755102,0.005181760204081632,0.8914857053785618,0.5022421524663677,0.21076233183856502,True,2,False,0.001325599499978125,0.00611723680049181,0.16533785605419735,0.0655094068877551,0.9387556716151307,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_033
XAI_034,external,PlantDoc,PD_EXT_0037,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_Septoria_leaf_spot\test_Tomato Septoria leaf spot_1_1.jpg,21865e8bcdb9cf6b85f623c1b5e8151707eafa2d6413623e0245245c9fd9ecb6,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,False,external_high_confidence_incorrect,0.9999880790710448,0.9999880790710449,1.1102230246251565e-16,1,False,0.0007567414431832731,0.0043030898086726665,0.12587591982552457,0.2000478024220587,0.09289301658163265,0.019690688775510203,0.913332271561495,0.6412556053811659,0.0,True,4,False,0.0011827807174995542,0.005328349769115448,0.12765249799125813,0.09679926658163265,0.8841342624604785,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_034
XAI_035,external,PlantDoc,PD_EXT_0054,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_yellow_virus\test_Tomato leaf yellow virus_3_1.jpg,366ecc5b81d6a99664ab8b0192759cd99188548fb5a618ec3704bab1cadad617,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,False,external_high_confidence_incorrect,0.9999914169311525,0.9999914169311523,1.1102230246251565e-16,2,False,0.0009559216559864581,0.0038984648417681456,0.15571679046252856,0.20872335029303016,0.06798070790816327,0.02256058673469388,0.9204462221932644,0.0,0.3542600896860987,True,7,False,0.0014600292779505253,0.009066383354365826,0.11619106013669496,0.03882334183673469,0.9225238113812452,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_035
